,Pred,Real
0,64.71885,64.0
1,73.46388,73.0
2,69.48048,69.0
3,68.509476,69.0
4,72.59555,72.0
5,72.40309,74.0
6,68.08392,68.0
7,69.20602,69.0
8,70.36708,71.0
9,72.00217,71.0
10,71.72593,72.0
11,64.06989,64.0
12,67.29975,67.0
13,69.07575,68.0
14,65.72446,67.0
15,65.89762,66.0
16,66.81479,65.0
17,73.74987,74.0
18,70.87361,71.0
19,69.87728,69.0
20,64.52193,65.0
21,67.0389,68.0
22,70.321625,70.0
23,73.65885,74.0
24,67.57745,68.0
25,68.292564,69.0
26,64.23512,64.0
27,73.48222,74.0
28,65.50841,66.0
29,64.26614,64.0
30,64.99988,65.0
31,66.89765,67.0
32,66.549736,68.0
33,69.34581,69.0
34,69.32836,69.0
35,70.78975,71.0
36,70.61673,71.0
37,70.03436,70.0
38,73.24353,73.0
39,67.96156,67.0
40,72.557304,72.0
41,66.39302,67.0
42,72.904434,73.0
43,73.57496,74.0
44,64.80677,65.0
45,64.96355,65.0
46,73.38919,74.0
47,67.92364,67.0
48,65.77005,65.0
49,73.026726,74.0
50,71.58844,73.0
51,66.08923,65.0
52,64.12436,64.0
53,69.862885,72.0
54,68.667534,70.0
55,64.906746,65.0
56,68.03596,69.0
57,69.57008,70.0
58,66.10747,65.0
59,67.11228,67.0
60,69.35862,70.0
61,73.52411,74.0
62,72.99544,73.0
63,73.468025,74.0
64,71.6031,72.0
65,68.639915,69.0
66,67.823074,68.0
67,68.290375,68.0
68,65.11952,65.0
69,70.383064,70.0
70,64.7482,65.0
71,67.6446,68.0
72,73.60446,74.0
73,68.959915,69.0
74,73.81959,74.0
75,63.57576,64.0
76,69.92748,70.0
77,71.65103,71.0
78,74.03889,74.0
79,70.601105,70.0
80,71.47852,72.0
81,72.38395,72.0
82,73.08367,73.0
83,72.31001,72.0
84,65.635315,65.0
85,69.112335,70.0
86,70.41715,70.0
87,63.478203,64.0
88,73.570595,74.0
89,73.84035,74.0
90,71.59168,71.0
91,65.70253,66.0
92,67.64479,67.0
93,71.94029,72.0
94,64.28487,64.0
95,66.24568,66.0
96,68.04658,68.0
97,70.888954,72.0
98,67.92425,68.0
99,69.349014,69.0
100,67.76573,68.0
101,69.71811,70.0
102,66.97608,65.0
103,67.471085,67.0
104,65.793106,66.0
105,72.08817,72.0
106,72.27865,73.0
107,64.790634,65.0
108,67.30691,67.0
109,64.06185,64.0
110,71.86715,71.0
111,73.19999,73.0
112,67.435814,69.0
