PhotoName,Inclination,Temperature,size,PA
20240104142412_1d6cc6fad1cc4b08bb0328f05c9a1623.png,-89.6,2692,64.0,40.367001468829564
20240104142413_d2c2a0376c804d5dabd19057d22f4c83.png,-89.5,2692,72.0,98.32565595441592
20240104142414_b0e0764cf1fe4d9bbb9af2211436a93c.png,-89.4,2692,69.0,128.81881269392707
20240104142416_0ef8dd1ae55448cd89e0e425f9eeb5ad.png,-89.3,2692,67.0,157.8394589936642
20240104142417_72ce21e223d0415988d2974907cf469d.png,-89.2,2692,64.0,241.91851295364245
20240104142418_08a8ffedc61349e5bc655dfd9a71501f.png,-89.1,2692,69.0,49.33604329721796
20240104142419_f288f33ef9cb43ac90c97c38804a569a.png,-89.0,2692,69.0,142.4326654411312
20240104142422_eb63ad07d8cc4bd2ba12b0ce33ab40c1.png,-88.9,2692,69.0,39.860660093907676
20240104142424_5f68fcdeb4fc406aa0cdd557be81815a.png,-88.8,2692,74.0,140.6330631181548
20240104142427_ab642770059f4122b188467fbb0a4367.png,-88.7,2692,70.0,331.3521780393795
20240104142429_fd6c80db51364e449e9f9bdfc4b65c8c.png,-88.6,2692,68.0,55.464961118119255
20240104142432_52d5a9c4dc594e1682f6b2f74d22dcfe.png,-88.5,2692,74.0,238.80609534499945
20240104142434_82526c61300a49f19f9f97d293fbb5a8.png,-88.4,2692,73.0,138.1557513692949
20240104142436_e1ee6cf52a57400691ed365c11a70010.png,-88.3,2692,64.0,212.79050910633708
20240104142441_b847c627518e48d5b143c8132096db35.png,-88.2,2692,64.0,60.72734952194562
20240104142444_db9bfc3c646648739885de58d750e7bd.png,-88.1,2692,68.0,103.4606064082045
20240104142447_a6d2e5dbc5934034b2007cd7bcb10500.png,-88.0,2692,64.0,178.03873799108266
20240104142450_e4d095015766473da838304508b86ad2.png,-87.9,2692,69.0,253.65327865613898
20240104142452_ce1bc90bd53443a0ade72cebfa6ad1d0.png,-87.8,2692,69.0,238.86642917800492
20240104142454_f0deaeb1915840f2bcb5952aea95a13f.png,-87.7,2692,69.0,306.7300046337973
20240104142455_c179dbe9c70847fcad2fb9963c7b96ae.png,-87.6,2692,74.0,52.49845514140421
20240104142457_b0bb9da32a84468aa3c273d5723202f1.png,-87.5,2692,67.0,191.6873672089908
20240104142459_1515c05c22ba4db4bcb1f63513154316.png,-87.4,2692,65.0,86.10764500062386
20240104142500_8add8984c5094721a7a95584f7449c41.png,-87.3,2692,67.0,66.79104791038537
20240104142502_f3534f8e03ce4ec6b2fac57143f1c518.png,-87.2,2692,66.0,24.28754497538993
20240104142504_6011149bec474de2bfe6c80d53001164.png,-87.1,2692,70.0,273.880097888011
20240104142505_6310a15a7d3740e99246f2e1d2d25156.png,-87.0,2692,66.0,256.8349522353902
20240104142507_6f850a336ac64ead8a7b5bfa0c1aa639.png,-86.9,2692,67.0,6.128549861390358
20240104142509_81ea571c0c854324947fe2f8534f0137.png,-86.8,2692,72.0,73.20257405213557
20240104142510_8ccd4cd111584077acb09d5e383596a9.png,-86.7,2692,70.0,83.54582251228643
20240104142512_a1003120860b4abba575bc42dbbb5883.png,-86.6,2692,64.0,325.7663336693682
20240104142514_691f40b809fe45c782ec484df6611e97.png,-86.5,2692,66.0,329.75734568710845
20240104142515_96c83db95d6a4260b3a8da6485062b19.png,-86.4,2692,70.0,141.18558159162325
20240104142517_dd3a7488589e47d29d25b1deffc33921.png,-86.3,2692,65.0,181.44987338168744
20240104142519_9b53627e719f42b4be710493d1598982.png,-86.2,2692,65.0,85.86382547884403
20240104142520_184e78b572174cd4a1d466d91eb07414.png,-86.1,2692,72.0,341.15922938114403
20240104142522_775b695780ac4ebb9bc386fc0f92c7d7.png,-86.0,2692,71.0,106.28625930409677
20240104142524_d6cf6da004e84d51a020b413c0ac885c.png,-85.9,2692,71.0,231.31029643601917
20240104142525_a97e51ca3adc4ea188f197f0dcf1c555.png,-85.8,2692,71.0,308.1150344822867
20240104142527_eaed82cb4cee472e89eda8cbd130402e.png,-85.7,2692,70.0,90.91289298082091
20240104142529_d31842ebad6c4381b15fd148199c160d.png,-85.6,2692,64.0,210.5594082956857
20240104142530_a7442d1c37b44b56aed58b7383c696b8.png,-85.5,2692,74.0,205.00890128307614
20240104142532_a30239bb80cf4061a825755c4206e10d.png,-85.4,2692,71.0,288.0811513647774
20240104142534_4c0a1421f01a44f4991b82ec8fc89ed2.png,-85.3,2692,70.0,64.19265907147742
20240104142535_ef06f27c4f9549dfae304fb3d2e48ca9.png,-85.2,2692,69.0,218.99447822563124
20240104142537_5fcc1522c86e4e89b50dc6beade726cd.png,-85.1,2692,66.0,241.58989870755693
20240104142538_dfcd152903774a678f5af3b6c4df5a48.png,-85.0,2692,64.0,264.60119459814143
20240104142540_17f66f3e77484cf296bc64be2190a571.png,-84.9,2692,69.0,53.02806967340868
20240104142542_c3401d8aea8d4bf6838936014ab42469.png,-84.8,2692,66.0,35.889206362706865
20240104142543_b8f68686538a4e34916efbac5be06eab.png,-84.7,2692,70.0,133.8660002199566
20240104142545_c4bc1734969d47dfb83e755eb69fe70a.png,-84.6,2692,64.0,210.2185751909077
20240104142547_54166c37692145bb85f3e24c331353ac.png,-84.5,2692,67.0,33.89657099288297
20240104142548_3e749cb92db34e859bbe0bc75c5a1c6a.png,-84.4,2692,72.0,275.3186433728744
20240104142550_b5aa13a610b7491e8d7c3327bdabac4f.png,-84.3,2692,73.0,101.41318746024264
20240104142551_208b1bed74f94483af10a1b8a519b73c.png,-84.2,2692,68.0,170.94538720582688
20240104142553_3ab430952f644d01b77271d5e1d80d8a.png,-84.1,2692,66.0,296.7433250483831
20240104142555_9f331a7fccb8453496225f05bbcb7f63.png,-84.0,2692,74.0,88.48650170241453
20240104142556_9b9ba540bb1146b6b2a82ff17b68d74f.png,-83.9,2692,69.0,155.33664175382202
20240104142558_c513845fcaa947e39ecf60a9ee47b6ac.png,-83.8,2692,73.0,266.3236647891143
20240104142600_4f8bf098eaec4fdcba06d30ec6c1f491.png,-83.7,2692,65.0,35.5380445240094
20240104142601_fcdfc3d5cbfe4007bfdb1ada60761a08.png,-83.6,2692,74.0,103.9464435867254
20240104142603_2001864704764eac88e711e0a1529a7b.png,-83.5,2692,73.0,326.32680517207615
20240104142605_19a7f723c18a491983ce9229c84f9076.png,-83.4,2692,65.0,124.0890680053435
20240104142607_99fc119b0b5e49d6aaf82119489ee00e.png,-83.3,2692,66.0,314.61038956548265
20240104142609_6a4dd2dd3aae40c38bacb46e4ac5fbc5.png,-83.2,2692,69.0,301.4774844664258
20240104142610_3c192cbd52b941a9a5bfa0e463da52a5.png,-83.1,2692,72.0,164.72861989037574
20240104142612_7ca4ed0c0a0d4056878e9119e393a5b1.png,-83.0,2692,69.0,316.28558873666316
20240104142614_fee51d48eea34170bbd2a730602e6dd2.png,-82.9,2692,64.0,34.06308407029258
20240104142615_93666992aefc42a7b7e7e3fbcdb01a8b.png,-82.8,2692,67.0,245.2004292931998
20240104142617_d77d3538a4674e23922264e714be5165.png,-82.7,2692,71.0,62.18217023957609
20240104142618_9e055624c80145e2b6f041d9bf5cfd24.png,-82.6,2692,65.0,335.63761094777067
20240104142620_fb15b11cc70c4fc5b45aec5aeb206652.png,-82.5,2692,66.0,151.672160120802
20240104142622_027aa732843244a08cbb579aa0cb64d6.png,-82.4,2692,74.0,16.778985311638724
20240104142623_f357c1da320e4a0cbb5a31a253ff085f.png,-82.3,2692,72.0,17.62946118715589
20240104142625_07b3561a21d04eeea01189f8f8669b17.png,-82.2,2692,72.0,258.35164774794544
20240104142627_c1d40827ed2a4be7b4e247c9c74045d8.png,-82.1,2692,73.0,317.31003241585256
20240104142628_b810fb83a6cc41a69f488a7e24761189.png,-82.0,2692,70.0,74.03412519340064
20240104142630_f91b56feda074e2190cd11e445b5bcfd.png,-81.9,2692,64.0,254.31850467479944
20240104142632_cd3a980d4d9a4538967b1598ec6dae58.png,-81.8,2692,66.0,254.97183797708175
20240104142635_932f2dc8430d45769a5c53a9fbb559b5.png,-81.7,2692,64.0,242.79829184202077
20240104142637_bdec6fdbe097432e8d2f11688d93afde.png,-81.6,2692,71.0,73.9392250978965
20240104142639_7c6084067dc440e0bfb76aa00e04708b.png,-81.5,2692,73.0,284.7669584297516
20240104142641_433a0764229444f6814df5ed19fbf567.png,-81.4,2692,67.0,97.80045932767491
20240104142643_43dc613d3b4445438899f6c545b1f0e2.png,-81.3,2692,67.0,18.212033237854996
20240104142645_b31cefe3406e469cb67e556e69d19428.png,-81.2,2692,72.0,139.80153622302527
20240104142646_919bd03a644b4dd3b10a9ffb5a95b04b.png,-81.1,2692,65.0,350.1760556418308
20240104142648_69243428a4774f62a464821facd850e8.png,-81.0,2692,68.0,335.56725627878814
20240104142650_b5bbbb0fb3f74a9b94ba2d26e38eb111.png,-80.9,2692,68.0,199.3417254100929
20240104142651_6ebd4b3631de4455afd25b2c43779927.png,-80.8,2692,66.0,319.69040865183115
20240104142653_702d508137e34891bc4f93410030a441.png,-80.7,2692,66.0,205.51046354137338
20240104142655_0e9e28787cfa40f68bf5de7465228466.png,-80.6,2692,71.0,80.46297236613479
20240104142656_0ee2f20db10744e9a74af92b7cb15b24.png,-80.5,2692,73.0,52.88438892840533
20240104142658_dbcec6e016cd486783b062a6e208e9f9.png,-80.4,2692,74.0,40.1120674426003
20240104142659_27b2dfebb5f440a9b854234a453fbc4e.png,-80.3,2692,68.0,293.80809521873056
20240104142701_c6dec22850fc463585e5d7ecad0ebe89.png,-80.2,2692,64.0,318.96250196074976
20240104142703_af3a8a918df84e29b7ac2bc6881c19da.png,-80.1,2692,69.0,16.388101439542574
20240104142704_e20cf7cb374d45e4bf68edd18e30535b.png,-80.0,2692,69.0,264.307582610919
20240104142706_2bd3aa437fec408a8ce238260e9e650d.png,-79.9,2692,73.0,235.97562120276712
20240104142708_dc0958a7dc0a45a087ea2455ea3f25aa.png,-79.8,2692,73.0,299.13622964442897
20240104142709_64826e8afe794556b4916d3295943b5f.png,-79.7,2692,70.0,343.9017647227805
20240104142711_a9c652442e7d464894dd4932f4288f69.png,-79.6,2692,68.0,260.361597501226
20240104142713_3bb12fd2f1e3459c9908a471f1d2fbfa.png,-79.5,2692,67.0,333.7828475002467
20240104142714_184f79e911f0449abf6d84200f83eea5.png,-79.4,2692,65.0,224.72907885644616
20240104142716_1d069162890d4f5aa991b77b0ad0840c.png,-79.3,2692,68.0,330.82400920483127
20240104142718_c2103112dac443aa864c1984fc275c28.png,-79.2,2692,73.0,228.9285799521435
20240104142719_f9c340e21b4b49c3b3f22cd331f2473f.png,-79.1,2692,68.0,190.06052820004723
20240104142721_a0f442324c2444c3a1824d0e32f015cf.png,-79.0,2692,72.0,245.60369307603074
20240104142722_ae0469745d1544f6af7d7ccaa1a37f80.png,-78.9,2692,67.0,17.57020516549551
20240104142724_fdb44374edec437d92eedfc8dd6d4242.png,-78.8,2692,73.0,161.63295600440193
20240104142726_c9cced8062f54ff998fcdb65ae5b412b.png,-78.7,2692,70.0,177.9518373403752
20240104142727_1bf7bb4e4bbb499ca9d109a905693890.png,-78.6,2692,74.0,264.5823289810708
20240104142729_b5b668e136f94d6b93024d03791d22e5.png,-78.5,2692,68.0,228.01462106355692
20240104142731_beccbecbe3b748678b136ed69b59fbc9.png,-78.4,2692,73.0,238.94550306556766
20240104142733_41cc0585740d4925afabf5487e6f8917.png,-78.3,2692,69.0,195.9040634225418
20240104142734_91b8ad09093e4b88b524317782b2f0e6.png,-78.2,2692,64.0,349.30247906715226
20240104142736_567cc592b2c14ad9a3b4a52488fefb8f.png,-78.1,2692,71.0,325.84440694717824
20240104142738_1a0b09d21dcf4885bd5e2a54b23ef6a7.png,-78.0,2692,70.0,351.2985514702404
20240104142739_0835291ab3ac4a36bb548491a3546df1.png,-77.9,2692,69.0,77.31112267736312
20240104142741_78a02d04c26a4b6088d422938840c293.png,-77.8,2692,65.0,164.4967977020727
20240104142742_a756b578ed9c45e19a052089a307e9b3.png,-77.7,2692,74.0,56.58017795546093
20240104142744_9925a0e4f4b3457394bd2aa3a1219b38.png,-77.6,2692,67.0,166.2319919928082
20240104142746_15d40f6ac5e14ab7bf6bede75d729512.png,-77.5,2692,68.0,282.8552035313758
20240104142747_1ba93abc96fb4c9ab72d6bb37d612f7c.png,-77.4,2692,64.0,126.92359406099855
20240104142749_137bccc3dfae4e58b3a16b8d043adc71.png,-77.3,2692,71.0,246.48750870426954
20240104142751_247634bc57f34d8b82f25a180e600a44.png,-77.2,2692,72.0,232.51222768911293
20240104142752_6ecacc6324914a2f8f6abf9d17a388b3.png,-77.1,2692,68.0,185.4444960862102
20240104142754_8c69fb2634e44706a6adf51301a94da4.png,-77.0,2692,68.0,281.7622888741862
20240104142756_b808d6b9723f45ea989b41fbacde2cde.png,-76.9,2692,69.0,103.57067870850533
20240104142757_f0a0656f471f485ab5a7ef94bd4dee59.png,-76.8,2692,68.0,218.11058381435245
20240104142759_bb9e7827d07041a6a18e6d6bf4be6850.png,-76.7,2692,68.0,25.363494399921933
20240104142800_ce501890608b490889ff9e5c1536afcb.png,-76.6,2692,67.0,325.4443172532449
20240104142802_5d22a73b4f274b14afc77d398175e4b0.png,-76.5,2692,69.0,273.45118281060786
20240104142803_83a2fa500e524d5eb5e0a07f20d9e18a.png,-76.4,2692,69.0,217.2329744853707
20240104142805_d32486afcd02474cb3c64a8b707519f6.png,-76.3,2692,64.0,212.74467303211907
20240104142807_43ff7300941b47f3b4b99660a0ac1a33.png,-76.2,2692,70.0,65.06770911890584
20240104142808_b887ca6b67bd4002ade91bf462459061.png,-76.1,2692,69.0,271.2501006246922
20240104142810_529c8957eb894cc68e1af2971ed614f0.png,-76.0,2692,69.0,178.1746238206469
20240104142812_b352754284cf41f291b6f0c928dca428.png,-75.9,2692,72.0,202.70153237928207
20240104142813_01354bbccf2d47528e224f879ba1e09e.png,-75.8,2692,70.0,179.70966271232427
20240104142815_8c3459f54cb249e9b1a688470bcd117c.png,-75.7,2692,73.0,354.84013079912313
20240104142817_b85dc738754a408cb07aa5a34db98077.png,-75.6,2692,67.0,303.47459273249626
20240104142818_11f868ec48954f868f8c04ba60035b45.png,-75.5,2692,66.0,181.32762353000413
20240104142820_e872f99f2cc9499faf1ae885bf28db67.png,-75.4,2692,67.0,129.16112078241818
20240104142822_664639b1881140a791fb84bc759712f0.png,-75.3,2692,71.0,34.90145292064993
