,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,3.0,3.0,0.68511736,-2.984119,1.4889858,7.866075
1,3.0,3.0,0.6811397,-3.1036403,1.109788,8.489278
2,2.0,2.0,-1.218166,-0.6193734,7.5986915,-1.8136998
3,0.0,0.0,5.3982553,-0.8187261,-4.0461564,-2.8112984
4,2.0,2.0,-1.4189135,-1.0398054,8.986782,-1.9278678
5,2.0,2.0,-1.7135092,-1.0902618,11.230794,-2.8655982
6,0.0,0.0,8.27773,-2.8008919,-4.825561,-3.8206768
7,0.0,0.0,9.659465,-3.1477003,-5.7950864,-4.528897
8,2.0,2.0,-1.6562823,-0.7437683,10.78111,-2.96494
9,2.0,2.0,-1.789014,-1.022168,11.599929,-3.0250168
10,0.0,0.0,7.1149073,-2.0570724,-4.5128994,-3.3667107
11,1.0,1.0,0.85095495,6.8372784,-2.3778577,-5.0258517
12,1.0,1.0,0.81805605,6.592085,-2.3673925,-4.8350906
13,0.0,0.0,9.248244,-3.1562614,-5.435476,-4.2899675
14,1.0,1.0,0.086665615,7.8824263,-0.6984183,-5.9360347
15,1.0,1.0,0.5121801,9.680004,-2.2645004,-7.2087274
16,0.0,0.0,9.663474,-3.3577297,-5.636787,-4.487229
17,2.0,2.0,-1.81956,-1.0003368,11.775448,-3.0800977
18,2.0,2.0,-1.7501982,-1.0340096,11.130685,-2.8092418
19,2.0,2.0,-1.6247907,-1.0186843,10.400472,-2.500543
20,1.0,1.0,0.4821205,9.599297,-2.0813346,-7.1451335
21,2.0,2.0,-1.8768157,-0.9077552,11.922753,-3.186561
22,1.0,1.0,0.74248123,3.58442,-1.5611043,-2.7237902
23,2.0,2.0,-1.6567634,-0.38154638,10.732947,-3.2054057
24,1.0,1.0,0.5734268,9.548784,-2.3245997,-7.1118875
25,3.0,3.0,0.6895373,-3.1144571,1.0835141,8.575616
26,0.0,0.0,7.9993677,-2.5409253,-4.8684716,-3.7349687
27,2.0,2.0,-1.7055557,-0.99232227,11.018664,-2.8578653
28,2.0,2.0,-1.7609814,-0.7517411,11.341752,-3.13868
29,2.0,2.0,-1.8188637,-1.0572902,11.65673,-3.0715055
30,2.0,2.0,-1.6860005,-0.7905053,10.402029,-2.6433554
31,0.0,0.0,6.7272487,-1.9491953,-4.2111907,-3.161551
32,1.0,1.0,0.38819164,8.642833,-1.7814443,-6.4564342
33,3.0,3.0,0.5999543,-2.654461,1.1201345,7.1287875
34,2.0,2.0,-1.6789778,-1.3895327,11.095174,-2.6269283
35,2.0,2.0,-1.655451,-1.0402952,10.749537,-2.6742377
36,2.0,2.0,-1.6490006,-1.000175,10.479144,-2.5876622
37,3.0,3.0,0.7108252,-3.181549,1.0693028,8.81899
38,3.0,3.0,0.7201482,-3.202142,1.0520084,8.913365
39,3.0,3.0,0.67659354,-3.066701,1.3335534,8.172488
40,2.0,2.0,-1.7418677,-0.9553518,11.237457,-2.9020052
41,1.0,1.0,0.59656185,5.962993,-1.6871827,-4.4129696
42,3.0,3.0,0.70443726,-3.1164076,1.0421913,8.657847
43,0.0,0.0,7.8583164,-2.5305896,-4.715179,-3.6978865
44,2.0,2.0,-1.4656771,-0.5635281,8.936776,-2.2872758
45,0.0,0.0,6.021537,-2.0148447,-3.5429943,-2.7300491
46,3.0,3.0,0.6876266,-3.1134374,1.1146154,8.521278
47,0.0,0.0,10.281895,-3.6337345,-5.9646015,-4.777968
48,1.0,1.0,0.4447065,9.458351,-2.0383446,-7.0814157
49,2.0,2.0,-1.4835936,0.8174456,8.338828,-2.9629407
50,3.0,3.0,0.67865336,-3.0834522,1.1843023,8.340539
51,2.0,2.0,-1.7947106,-0.38697058,10.944921,-3.192893
52,1.0,1.0,0.3011614,8.515015,-1.5731792,-6.373803
53,2.0,2.0,-1.726603,-1.3027947,11.250868,-2.607201
54,3.0,3.0,0.70862496,-3.1844344,1.0869422,8.8024
55,3.0,3.0,0.70169646,-3.1753187,1.0856271,8.774716
56,2.0,2.0,-1.7062908,-1.0618855,10.787513,-2.6150627
57,2.0,2.0,-1.6441025,-1.2718056,10.845849,-2.6657429
58,0.0,0.0,10.023491,-3.3765788,-5.9441247,-4.679472
59,2.0,2.0,-1.6462852,-1.0894862,10.596597,-2.510169
60,3.0,3.0,0.716748,-3.1993523,1.0737381,8.869262
61,2.0,2.0,-1.3745118,0.90575284,7.7341604,-2.816876
62,1.0,1.0,0.3845653,8.563576,-1.6510297,-6.4452815
63,3.0,3.0,0.6655191,-3.0491152,1.1758895,8.233098
64,2.0,2.0,-1.563962,-1.3360467,10.391679,-2.3400106
65,2.0,2.0,-1.7117928,-0.84911513,10.865358,-2.766656
66,2.0,2.0,-1.5814024,-0.914809,10.278048,-2.6131973
67,3.0,3.0,0.6689368,-2.9994369,1.0570656,8.230045
68,2.0,2.0,-1.5729293,-1.139747,10.297819,-2.4090252
69,2.0,2.0,-1.7894663,-0.93641025,11.24421,-2.968154
70,2.0,2.0,-1.6385121,-0.711813,9.9062395,-2.4608312
71,2.0,2.0,-1.6643499,-1.1868967,11.142446,-2.8022437
72,2.0,2.0,-1.8203528,-0.5733361,11.513049,-3.286388
73,2.0,2.0,-1.8221518,-0.5793334,11.272703,-3.2264185
74,3.0,3.0,0.7088188,-3.1392276,1.0221087,8.759148
75,0.0,0.0,9.520323,-3.302026,-5.5503554,-4.42598
76,1.0,1.0,0.490425,7.004247,-1.7230458,-5.163361
77,2.0,2.0,-1.5549604,0.10354346,9.154006,-2.7880044
78,3.0,3.0,0.6826366,-3.106802,1.256087,8.327545
79,2.0,2.0,-1.8518153,-0.4357713,11.395152,-3.3564014
80,2.0,2.0,-1.6536249,-1.0890517,10.689624,-2.5778842
81,0.0,0.0,9.325087,-3.1389601,-5.5081134,-4.3411627
82,3.0,3.0,0.7295815,-3.2628984,1.0660489,9.080003
83,3.0,3.0,0.7008425,-3.1767583,1.1116732,8.72917
84,0.0,0.0,7.9003086,-2.5308914,-4.7510924,-3.6739173
85,1.0,1.0,1.0729649,5.4714127,-2.6392515,-4.1651917
86,1.0,1.0,1.0788175,5.4777555,-2.4961798,-4.2987266
87,3.0,3.0,0.6735244,-3.004382,1.0465372,8.26776
88,3.0,3.0,0.739381,-3.3131282,1.0624712,9.238694
89,2.0,2.0,-1.6909726,-1.1846884,11.008841,-2.6256604
90,3.0,3.0,0.6618371,-3.0234969,1.125127,8.220909
91,2.0,2.0,-1.7152075,-1.0643225,10.975764,-2.7801075
92,2.0,2.0,-1.3502177,-1.4922017,9.184871,-1.6006415
93,2.0,2.0,-1.7213043,-1.2584672,11.154533,-2.6838126
94,2.0,2.0,-1.5977203,-1.1244793,10.39885,-2.6002874
95,2.0,2.0,-1.7480638,-1.0783043,11.395162,-2.885323
96,2.0,2.0,-1.7699748,-0.95375484,11.229532,-2.958053
97,0.0,0.0,7.619383,-2.2304292,-4.812676,-3.6149015
98,1.0,1.0,0.05259739,7.718184,-0.78224486,-5.8245716
99,2.0,2.0,-1.5890203,-1.0346384,10.292348,-2.5384722
100,1.0,1.0,0.7263464,8.366091,-2.4675097,-6.178748
101,0.0,0.0,8.16963,-2.7579396,-4.7881007,-3.7657628
102,0.0,0.0,5.101942,-0.7734542,-3.8237865,-2.607379
103,2.0,2.0,-1.7073388,-0.7841696,10.719073,-2.8303356
104,0.0,0.0,5.8364573,-1.156714,-4.109691,-2.9704428
105,3.0,3.0,0.7051221,-3.1054077,1.0359671,8.640228
106,3.0,3.0,0.65331966,-2.856062,0.9829771,7.8869386
107,0.0,0.0,7.9747996,-2.6164672,-4.7584896,-3.7059917
108,2.0,2.0,-1.5310994,-0.076286495,9.813809,-3.067594
109,0.0,0.0,5.2854385,-1.1035615,-3.7199953,-2.6379118
110,1.0,1.0,0.18500946,5.000753,-0.46532628,-3.7213492
111,2.0,2.0,-1.7582215,-1.1572114,11.637531,-2.983128
112,0.0,0.0,8.794014,-2.936973,-5.2148385,-4.099449
113,0.0,0.0,5.8255415,-1.1666911,-4.090114,-2.9070768
