,Pred,Real
0,71.79026,72.0
1,68.24236,69.0
2,69.46083,69.0
3,74.22267,74.0
4,69.82357,69.0
5,69.23292,69.0
6,67.03771,68.0
7,64.50088,64.0
8,66.92116,67.0
9,74.18171,74.0
10,69.83231,70.0
11,65.54504,65.0
12,66.470695,67.0
13,69.74706,70.0
14,72.26541,71.0
15,67.96787,68.0
16,71.20414,72.0
17,72.44677,72.0
18,64.71085,65.0
19,70.24858,70.0
20,65.34225,65.0
21,65.95087,66.0
22,67.223625,67.0
23,66.4087,66.0
24,67.924095,68.0
25,69.33572,69.0
26,73.06504,73.0
27,67.812744,68.0
28,70.13682,70.0
29,73.78741,74.0
30,66.80428,68.0
31,66.97405,67.0
32,64.67067,65.0
33,71.35796,71.0
34,73.78976,74.0
35,68.6843,69.0
36,71.986496,72.0
37,66.12265,66.0
38,73.17224,73.0
39,66.39799,66.0
40,65.777115,66.0
41,71.66756,72.0
42,71.493385,71.0
43,68.99971,69.0
44,64.359474,64.0
45,69.96429,70.0
46,71.13885,71.0
47,73.763145,73.0
48,67.53023,67.0
49,66.01432,66.0
50,70.323944,70.0
51,72.19215,71.0
52,72.27018,72.0
53,67.40512,67.0
54,69.64073,69.0
55,72.180565,72.0
56,73.21734,73.0
57,67.81584,68.0
58,67.08295,67.0
59,74.38917,74.0
60,64.37243,65.0
61,73.725876,74.0
62,66.157486,66.0
63,70.35692,71.0
64,68.42816,69.0
65,73.01028,73.0
66,64.83225,65.0
67,63.729355,64.0
68,71.813835,72.0
69,64.40645,64.0
70,70.52441,70.0
71,73.35552,73.0
72,67.03513,67.0
73,67.7686,68.0
74,73.820724,74.0
75,65.978806,65.0
76,66.0887,66.0
77,65.38652,65.0
78,68.0374,68.0
79,73.924065,74.0
80,65.19458,65.0
81,72.34579,72.0
82,68.49381,68.0
83,74.424736,74.0
84,72.08703,72.0
85,74.14695,74.0
86,64.89276,65.0
87,67.84985,68.0
88,66.8931,67.0
89,68.72907,70.0
90,70.23494,70.0
91,65.0152,65.0
92,66.75685,67.0
93,72.9545,73.0
94,71.32621,71.0
95,74.1333,74.0
96,68.06329,68.0
97,66.03861,66.0
98,73.238045,73.0
99,69.92237,70.0
100,65.20556,65.0
101,66.26701,66.0
102,65.39173,64.0
103,67.118004,67.0
104,66.89603,67.0
105,71.82682,72.0
106,71.863655,72.0
107,66.323944,66.0
108,73.45111,73.0
109,64.25221,64.0
110,65.20755,65.0
111,71.233345,71.0
112,72.00626,72.0
113,68.34292,68.0
114,70.17286,69.0
115,71.46761,71.0
116,65.39555,66.0
117,70.90471,71.0
118,71.28723,71.0
119,66.84866,67.0
120,68.90139,69.0
121,68.12884,67.0
122,69.00421,69.0
123,65.17761,65.0
124,71.30974,71.0
125,65.826805,66.0
126,63.995274,64.0
127,65.838234,66.0
128,72.833496,73.0
129,74.15898,74.0
130,69.771935,70.0
131,72.48772,74.0
132,71.35015,72.0
133,72.33794,72.0
134,69.3712,69.0
135,73.93689,74.0
136,67.53764,67.0
137,66.1193,67.0
138,67.278725,67.0
139,65.03418,65.0
140,73.331924,73.0
141,65.4357,65.0
142,64.09026,64.0
143,72.83479,73.0
144,67.25734,67.0
145,72.68305,72.0
146,72.296104,74.0
147,71.174355,72.0
148,64.06368,64.0
149,70.017685,70.0
150,68.333305,69.0
151,67.4203,66.0
152,67.12591,68.0
153,72.31981,72.0
154,66.3785,66.0
155,65.128555,65.0
