,Pred,Real
0,-52.316162,-57.4
1,2.7364979,6.6
2,-61.895298,-65.8
3,0.0030045956,-6.0
4,72.76107,72.3
5,-79.84815,-76.5
6,59.729916,63.8
7,-22.445066,-20.1
8,-25.14922,-18.7
9,-69.422615,-65.8
10,72.75313,83.3
11,-23.841902,-20.5
12,54.687527,64.4
13,-43.9587,-42.4
14,-40.67428,-37.7
15,-59.182293,-54.8
16,-33.17871,-32.9
17,-54.6551,-58.1
18,20.530712,16.2
19,63.11778,69.9
20,-51.41547,-53.4
21,-40.69516,-43.7
22,-0.63003325,-2.2
23,10.6436615,11.2
24,-63.231968,-62.3
25,-16.250278,-18.6
26,65.803566,72.7
27,-3.6862442,6.1
28,-25.940578,-26.6
29,50.102757,51.0
30,-14.426483,-16.8
31,-60.470356,-72.3
32,77.54677,-87.7
33,11.464109,10.3
34,60.928154,67.5
35,21.525263,24.0
36,75.796585,88.0
37,59.606342,52.6
38,-63.222607,-68.5
39,-44.58633,-38.4
40,-69.654144,-76.8
41,27.421999,26.1
42,-68.29538,-89.4
43,15.591746,14.2
44,0.41234434,-1.5
45,70.03261,85.4
46,-17.39277,-16.7
47,-38.65641,-40.3
48,-79.109146,-85.3
49,-1.7795349,0.4
50,29.703772,-83.9
51,57.138622,57.8
52,32.130157,32.5
53,38.69323,45.9
54,42.351078,42.4
55,67.04001,67.7
56,-41.480766,-40.6
57,65.90002,70.9
58,-47.241016,-48.6
59,75.356865,80.7
60,-71.40247,-86.4
61,-16.179926,1.1
62,80.83178,85.7
63,60.862442,49.7
64,13.221948,27.0
65,38.104797,39.6
66,11.514833,13.5
67,7.8682127,5.4
68,79.207855,86.6
69,57.385723,65.6
70,29.745054,32.1
71,-6.8029337,-9.4
72,-33.280132,-35.2
73,52.5077,48.2
74,59.92846,76.4
75,53.60364,52.6
76,24.396938,24.5
77,-2.4013832,1.7
78,-23.451889,-25.7
79,-20.42641,-16.5
80,66.815575,69.8
81,42.195732,40.7
82,-56.070812,-61.0
83,-70.85948,-72.2
84,55.202957,66.1
85,-41.147713,-40.3
86,46.15309,41.9
87,1.6665775,4.7
88,-22.483479,-25.9
89,-52.449303,-61.0
90,-64.76861,-58.9
91,71.255196,75.5
92,66.446205,67.3
93,44.93333,39.3
94,-63.658882,-70.2
95,-67.80035,-68.1
96,-47.259388,-51.4
97,16.913847,7.6
98,-23.071026,-18.9
99,-0.010885626,3.0
100,39.460663,37.6
101,-34.202885,-29.7
102,68.45544,69.7
103,37.86533,37.7
104,11.230051,13.1
105,62.431477,72.3
106,-7.7167354,-2.9
107,24.938288,25.9
108,-10.758353,-11.8
109,-70.466415,-78.9
110,-9.873055,-8.6
111,33.966076,41.0
112,65.03484,66.9
113,-61.307846,-68.7
114,77.20806,85.2
115,2.7304063,3.0
116,47.788242,50.6
117,-43.846935,-36.8
118,54.87255,54.2
119,-70.348785,-78.2
120,-35.697887,-33.6
121,37.38435,34.6
122,0.034068167,-0.9
123,-53.948185,-57.7
124,-4.989956,-5.4
125,52.696537,45.0
126,-31.408035,-36.2
127,58.744198,62.4
128,-53.119637,-49.9
129,57.15804,58.4
130,-52.77277,-43.5
131,-55.878445,-57.0
132,-31.47514,-30.0
133,-65.15764,-79.3
134,21.7997,22.8
135,-68.70971,-66.7
136,2.039336,0.4
137,50.95753,51.3
138,-53.30616,-58.3
139,-66.89635,-70.7
140,63.896297,67.8
141,44.081985,42.8
142,25.595602,29.2
143,33.7539,33.2
144,-70.21682,-80.7
145,-33.979824,-31.0
146,-61.808224,-61.0
147,-70.01401,-77.9
148,61.42153,-85.8
149,72.059746,-89.0
150,60.542805,61.3
151,-73.07138,-81.6
152,24.624132,21.6
153,-62.80996,-68.9
154,73.83174,86.5
155,16.997665,12.3
156,0.3226537,-8.07e-13
157,-9.139342,85.9
158,-56.834133,-57.1
159,11.244647,12.8
160,-46.16553,-41.7
161,53.55655,55.0
162,-15.647464,-16.0
163,64.02948,67.0
164,70.02629,71.8
165,-44.21908,-39.0
166,38.00444,39.8
167,65.1965,-89.1
168,-1.601736,-1.1
169,58.371887,66.8
170,67.86049,69.7
171,-18.964802,-19.9
172,28.213717,29.6
173,-35.031475,-35.7
174,-51.480957,-50.3
175,-51.063107,-44.0
176,-21.863604,-18.2
177,0.43651247,5.4
178,-62.32573,-66.2
179,-32.731186,-31.4
180,-75.130005,84.4
181,-5.4641533,-11.0
182,-52.302547,-49.2
183,0.30179173,-0.6
184,-49.89578,-45.1
185,-50.251297,-50.6
186,-64.463264,-62.2
187,-28.946335,-25.1
188,-33.692657,-30.9
189,73.16986,88.2
190,-1.7135017,-3.0
191,14.812469,16.6
192,-41.025475,-41.9
193,-47.83626,78.5
194,-46.854588,-41.0
195,-61.71897,-68.6
196,74.40308,75.6
197,-25.438328,-22.9
198,-12.673789,-13.7
199,64.63642,70.1
200,-60.258526,-71.4
201,25.822922,28.2
202,25.515738,31.8
203,-79.1788,82.5
204,68.01502,70.3
205,5.1104407,-5.9
206,15.921618,18.3
207,-15.413877,-15.3
208,-19.937862,-17.1
209,-54.76154,-62.6
210,-59.99071,-63.3
211,-48.50342,-50.1
212,-12.328207,-6.0
213,-30.226088,-36.3
214,-67.572975,-66.1
215,51.057777,58.4
216,0.44041562,-1.1
217,-2.96252,-0.3
218,70.83321,84.8
219,55.930443,58.6
220,72.73537,61.2
221,-70.34155,-68.0
222,-60.5311,-65.3
223,61.941425,65.9
224,-62.356556,-65.2
225,-69.198364,-64.6
226,-67.645645,-64.7
227,-24.808718,-19.5
228,54.446068,62.2
229,-76.25257,-88.3
230,-20.389301,-18.3
231,43.087948,45.0
232,74.44865,88.7
233,33.600735,35.2
234,54.418686,59.5
235,41.364037,44.6
236,-56.417522,-72.1
237,-5.127037,-5.5
238,-83.36232,-83.0
239,-47.81449,-47.6
240,26.95096,27.6
241,-63.363865,-58.5
242,78.8802,75.3
243,71.39134,71.4
244,25.281946,23.2
245,81.04591,79.5
246,-0.6387531,-3.1
247,1.0332699,-3.6
248,33.884773,35.8
249,-77.26002,-73.3
250,-32.340828,-26.4
251,-9.676329,-10.9
252,-44.62102,-36.7
253,-21.756433,-14.1
254,27.08699,26.0
255,3.2199047,2.1
256,32.433636,31.5
257,20.490711,23.4
258,-39.502502,-37.7
259,-54.540997,-66.2
260,-47.502556,84.7
261,62.80046,69.1
262,51.3651,50.9
263,43.744976,49.6
264,0.3203982,5.6
265,-49.216858,-53.9
266,-11.292581,-11.3
267,61.292427,65.3
268,-35.5064,-34.4
269,21.450521,21.4
270,74.822914,71.8
271,-31.435179,-25.7
272,23.777674,25.8
273,62.299015,60.7
274,-13.822458,-13.0
275,46.854008,50.5
276,-56.153572,-59.1
277,40.644623,41.3
278,57.63282,63.0
279,61.523304,61.6
280,-58.71264,-58.2
281,75.62949,83.2
282,-54.1718,-45.8
283,48.57256,52.0
284,50.673588,65.4
285,26.164593,-80.5
286,-7.252167,-5.1
287,75.35452,86.5
288,-52.48893,-52.9
289,68.06729,-75.7
290,-14.919163,-12.3
291,-5.9994965,-8.8
292,67.936386,70.9
293,-82.93181,-86.2
294,-72.50131,-83.5
295,-64.3478,-75.4
296,-19.687052,-19.2
297,66.56543,74.1
298,69.95944,78.2
299,64.07637,66.5
300,22.240171,22.5
301,3.868063,7.0
302,1.2997648,3.0
303,28.289259,78.8
304,-3.787045,0.4
305,51.924545,50.5
306,-19.152325,-15.0
307,-41.794216,-48.2
308,-16.217337,-12.6
309,-74.07148,-81.8
310,36.475513,29.1
311,-82.2306,-75.1
312,82.31038,80.5
313,82.163376,82.2
314,13.372324,15.6
315,23.45546,-35.7
316,-69.795364,-70.1
317,-53.58693,-89.0
318,-54.83817,-57.3
319,6.0125465,8.4
320,-32.276966,-29.4
321,18.681217,18.9
322,-54.213104,-52.9
323,68.504486,62.7
