,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,0.0,0.0,14.834774,2.5687835,-8.169851,-6.2711554
1,2.0,2.0,-4.571604,-2.110823,8.975388,0.813815
2,2.0,2.0,-3.9139345,-1.1749604,7.7466874,0.24123006
3,0.0,0.0,13.104236,2.3488739,-7.2294736,-5.6173735
4,2.0,2.0,-7.388956,-3.4337597,14.377564,1.2880687
5,2.0,2.0,-7.277214,-2.3288753,14.585105,0.43024522
6,3.0,2.0,-2.6775851,-4.354118,1.9439205,4.7398963
7,0.0,0.0,17.770462,3.0497859,-9.735895,-7.452571
8,1.0,1.0,6.396138,22.201567,0.32047346,-19.848007
9,0.0,0.0,11.074501,2.0507925,-6.1653905,-4.843003
10,1.0,1.0,4.5946507,15.378703,0.03273728,-13.789959
11,0.0,1.0,6.364407,3.4944623,-4.4187784,-4.677581
12,2.0,2.0,-7.1006155,-2.0015366,14.785624,0.051404104
13,1.0,1.0,2.4198332,11.08608,1.2869252,-9.641549
14,2.0,2.0,-6.622593,-2.54197,13.087135,0.7269495
15,3.0,3.0,-2.7846587,-4.602267,1.9751325,5.061289
16,2.0,2.0,-4.1169767,-1.7845271,7.8425264,0.7308361
17,1.0,1.0,6.015999,19.625347,-0.16323349,-17.634237
18,3.0,3.0,-5.3525214,-10.764139,2.5173025,13.672004
19,2.0,2.0,-6.337178,-2.1941438,12.636003,0.51927406
20,2.0,2.0,-7.925911,-2.6937168,15.939161,0.5412387
21,3.0,3.0,-5.1497855,-10.48377,2.3435063,13.421995
22,3.0,3.0,-3.1183236,-5.843933,1.8039601,7.0179358
23,1.0,1.0,4.322184,16.259466,0.7171736,-14.43085
24,0.0,0.0,8.169414,2.0164049,-4.9635487,-4.124262
25,0.0,0.0,14.313275,2.652397,-7.9924355,-6.1979666
26,1.0,1.0,5.908066,18.004135,-0.65160525,-16.266262
27,2.0,2.0,-5.846211,-1.946131,11.586779,0.45251924
28,0.0,0.0,17.205763,2.698366,-9.372076,-6.967167
29,3.0,2.0,-3.3518643,-5.3714614,2.5995016,5.6607842
30,3.0,2.0,-2.9180837,-3.8749855,2.859006,3.5646975
31,2.0,2.0,-6.8610206,-2.969328,13.770763,0.9293217
32,1.0,1.0,3.782874,13.836898,0.51450574,-12.310584
