,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,3.0,3.0,-5.4073877,-3.6020281,1.0145689,11.145954
1,3.0,3.0,-3.8377023,-2.55848,1.2932638,8.250111
2,2.0,2.0,-3.804649,-1.2786009,9.231129,-1.3909861
3,0.0,0.0,4.3652987,-0.3472414,-3.32486,-3.3806086
4,2.0,2.0,-3.3650496,-1.7832173,9.024393,-0.45607048
5,2.0,2.0,-3.3582675,-1.6162359,8.977465,-1.0123434
6,0.0,0.0,6.338183,-0.53438234,-4.6087356,-4.7276545
7,0.0,0.0,4.8849587,-0.3275671,-3.7751317,-3.8177755
8,2.0,2.0,-3.569876,-1.7132876,9.630118,-1.3479493
9,2.0,2.0,-3.7261748,-1.4325562,9.441834,-1.3684814
10,0.0,0.0,6.87229,-0.6460054,-4.8561997,-4.982042
11,1.0,1.0,-2.1568863,6.476465,-0.2023232,-4.507117
12,1.0,1.0,-2.3142889,6.749036,-0.098714165,-4.752311
13,0.0,0.0,8.111589,-0.7677486,-5.623825,-5.8123326
14,1.0,1.0,-2.954228,6.3125806,1.0190724,-4.5521145
15,1.0,1.0,-3.2059865,8.889257,-0.06865286,-5.889801
16,0.0,0.0,8.345548,-0.7724086,-5.797242,-5.984475
17,2.0,2.0,-2.8912847,-1.7910314,8.053331,0.013936568
18,2.0,2.0,-3.8649035,-1.168262,9.142502,-0.9235449
19,2.0,2.0,-3.1360798,-1.542948,8.2814665,-0.4551049
20,1.0,1.0,-2.8934755,6.349469,0.84471685,-4.360824
21,2.0,2.0,-2.6428375,-1.6104788,7.323806,-0.023182642
22,1.0,1.0,-1.5009805,4.960831,-0.28898,-3.733517
23,2.0,2.0,-3.5251384,-1.3853226,8.882549,-1.24408
24,1.0,1.0,-3.3631482,8.398737,0.38785386,-5.5423417
25,3.0,3.0,-4.8704195,-3.2178044,1.1621261,10.151627
26,0.0,0.0,7.7390327,-0.7195376,-5.3985233,-5.5818877
27,2.0,2.0,-3.2972176,-1.4670408,8.461734,-0.6510987
28,2.0,2.0,-2.630163,-1.867559,7.3438873,0.8123997
29,2.0,2.0,-3.8167443,0.99760926,6.9057436,-2.091812
30,2.0,2.0,-3.9383461,-1.550628,9.80719,-0.41983545
31,0.0,0.0,6.248445,-0.5976448,-4.4263277,-4.554337
32,1.0,1.0,-3.117867,8.3073845,0.15620327,-5.5513086
33,3.0,3.0,-3.491685,-2.3060312,1.3857406,7.634773
34,2.0,2.0,-3.603017,-1.9592501,9.700944,-0.13969721
35,2.0,2.0,-4.180633,-1.4289418,10.096273,-0.58386904
36,2.0,2.0,-3.7412233,-1.6738117,9.63302,-0.8529976
37,3.0,3.0,-5.31218,-3.5381875,1.0399042,10.969008
38,3.0,3.0,-5.323515,-3.5334044,1.1322664,11.042377
39,3.0,3.0,-2.2774906,-1.669934,2.3237414,4.9309874
40,2.0,2.0,-3.6480727,-1.3291184,9.177938,-1.4547461
41,1.0,1.0,-1.1811666,5.07623,-0.7659813,-3.9491727
42,3.0,3.0,-5.174676,-3.4586346,1.0127434,10.687445
43,0.0,0.0,4.407187,-0.26499915,-3.457745,-3.5037706
44,2.0,2.0,-3.5905027,-0.9392752,8.335876,-1.5340567
45,0.0,0.0,7.4240427,-0.7284461,-5.0874395,-5.2821956
46,3.0,3.0,-4.1047387,-2.728284,1.0922416,8.60677
47,0.0,0.0,8.355059,-0.81532645,-5.743952,-5.943286
48,1.0,1.0,-1.7427326,6.0780783,-0.50305855,-4.362113
49,2.0,2.0,-3.2927923,-0.7350713,7.5500793,-1.8564135
50,3.0,3.0,-3.8360975,-2.5884101,1.0781873,8.137743
51,2.0,2.0,-3.6787407,-0.92786175,8.532807,-1.4862244
52,1.0,1.0,-2.2907164,7.051683,-0.33613503,-4.8457665
53,2.0,2.0,-3.1109042,-1.5983129,8.297796,-0.4602806
54,3.0,3.0,-4.0528846,-2.7023697,1.1766362,8.624531
55,3.0,3.0,-2.2244465,-1.7334354,3.5997102,4.059589
56,2.0,2.0,-3.8323855,-0.86732846,8.671692,-1.062902
57,2.0,2.0,-3.3315415,-1.6158798,8.48584,0.14102577
58,0.0,0.0,7.802071,-0.679693,-5.501443,-5.6733494
59,2.0,2.0,-2.4124346,-1.3336912,6.326373,0.13626657
60,3.0,3.0,-5.1330614,-3.4342728,1.0016004,10.592123
61,2.0,2.0,-2.9780846,-0.98445153,7.156897,-1.081195
62,1.0,1.0,-2.4091334,7.1238165,-0.1569612,-4.9016867
63,3.0,3.0,-4.0846667,-2.7551572,0.88567996,8.477422
64,2.0,2.0,-3.6291099,-1.8229275,9.6737385,-0.5970108
65,2.0,2.0,-3.4389415,-1.7139757,9.282149,-0.98859537
66,2.0,2.0,-3.3492045,-1.3336006,8.547345,-1.3709214
67,3.0,3.0,-4.6423273,-3.0791984,1.1845936,9.736257
68,2.0,2.0,-3.7483015,-1.4673189,9.56295,-1.3784755
69,2.0,2.0,-4.0583777,-1.6056354,10.231225,-0.9407564
70,2.0,2.0,-3.1156483,-1.5387316,7.8304152,0.7076845
71,2.0,2.0,-3.521207,-0.8172229,7.935198,-1.4275645
72,2.0,2.0,-3.5440006,-1.8881056,9.59843,-0.5223415
73,2.0,2.0,-3.669493,-1.9161285,9.723048,0.06955205
74,3.0,3.0,-4.8977723,-3.284145,0.8857371,10.068327
75,0.0,0.0,8.305481,-0.7924273,-5.7243333,-5.9245853
76,1.0,1.0,-3.4760551,5.7629795,2.2063322,-3.8701508
77,2.0,2.0,-3.1328428,-0.35781217,6.528245,-1.5442551
78,3.0,3.0,-5.1799154,-3.4298482,1.218275,10.809014
79,2.0,2.0,-4.1958103,-1.2616813,10.006584,-1.3000511
80,2.0,2.0,-3.6543303,-1.2632666,9.132706,-1.6493297
81,0.0,0.0,8.08524,-0.7612629,-5.603429,-5.8002715
82,3.0,3.0,-4.843463,-3.2310147,1.1339463,10.124973
83,3.0,3.0,-4.1649227,-2.7879457,0.91505647,8.6278
84,0.0,0.0,7.050005,-0.62029123,-5.036866,-5.1772118
85,1.0,1.0,-2.5794444,7.315011,-0.1505754,-4.863341
86,0.0,1.0,7.4759893,-0.645084,-5.3246517,-5.4696813
87,3.0,3.0,-3.9925673,-2.6279998,1.360941,8.5692
88,3.0,3.0,-5.0040584,-3.3449583,0.9222096,10.320783
89,2.0,2.0,-2.759511,-1.701918,7.417271,0.47288615
90,3.0,3.0,-4.151786,-2.7783654,0.881189,8.576263
91,2.0,2.0,-3.9081364,-1.5303634,9.793667,-0.8999588
92,2.0,2.0,-2.211914,-1.3369515,5.645808,1.0582131
93,2.0,2.0,-3.9061773,2.9782407,5.40841,-2.8904293
94,2.0,2.0,-3.7466931,-1.6918098,9.6766205,-1.0745604
95,2.0,2.0,-2.9395962,-1.5988109,8.031479,-0.522066
96,2.0,2.0,-3.568416,-2.0174088,9.548337,0.4199534
97,0.0,0.0,4.218671,-0.26853764,-3.286468,-3.334211
98,1.0,1.0,-3.3063426,6.1061463,1.7039058,-4.292812
99,2.0,2.0,-3.1664824,-1.8024162,8.323679,0.4767449
100,0.0,1.0,2.5540822,1.8942645,-2.8345218,-3.5844197
101,0.0,0.0,6.9491005,-0.58570445,-5.014182,-5.138411
102,0.0,0.0,7.607847,-0.71669304,-5.2862296,-5.471307
103,2.0,2.0,-3.43126,-0.9490699,8.016534,-1.3175821
104,0.0,0.0,4.187125,-0.21602714,-3.3409693,-3.382891
105,3.0,3.0,-5.023573,-3.3621955,0.9752505,10.364043
106,3.0,3.0,-3.3803399,-2.1505451,1.5653213,7.456484
107,0.0,0.0,6.3203664,-0.51339865,-4.580089,-4.695587
108,2.0,2.0,-3.5733662,-1.9187529,9.674965,-0.32369006
109,0.0,0.0,7.3425674,-0.6713934,-5.1745677,-5.338757
