,Pred,Real
0,70.57133,72.0
1,71.454185,74.0
2,72.89297,74.0
3,63.43714,64.0
4,63.904926,64.0
5,69.93277,73.0
6,62.737133,64.0
7,70.9521,71.0
8,69.28043,74.0
9,63.004925,65.0
10,68.5079,69.0
11,65.59823,66.0
12,67.24539,67.0
13,68.50102,68.0
14,67.26788,73.0
15,71.32827,71.0
16,69.28306,70.0
17,68.11559,69.0
18,70.470764,70.0
19,73.33092,74.0
20,69.46249,72.0
21,70.992676,73.0
22,64.27625,64.0
23,64.369354,67.0
24,71.82268,72.0
25,67.64047,69.0
26,64.8314,66.0
27,70.49291,71.0
28,71.1743,73.0
29,66.46648,66.0
30,65.47224,66.0
31,68.095436,69.0
32,67.48659,70.0
33,72.52303,74.0
34,71.755585,71.0
35,72.18225,73.0
36,71.52827,72.0
37,72.23442,73.0
38,71.07806,71.0
39,67.948975,68.0
40,69.74751,69.0
41,65.78152,67.0
42,69.32741,70.0
43,73.32532,74.0
44,66.11162,64.0
45,66.993065,69.0
46,66.64969,66.0
47,69.711266,70.0
48,65.894035,69.0
49,69.943344,71.0
50,66.48473,68.0
51,65.87331,68.0
52,64.06663,64.0
53,65.466064,65.0
54,66.18111,66.0
55,68.60866,72.0
56,68.44488,67.0
57,70.584946,71.0
58,66.57342,67.0
59,66.15859,68.0
60,65.58412,68.0
61,64.34939,66.0
62,67.99752,68.0
63,72.36883,74.0
64,64.041374,64.0
65,71.31266,73.0
66,67.79102,71.0
67,68.75722,68.0
68,64.1711,66.0
69,64.20558,65.0
70,68.91884,69.0
71,69.752556,70.0
72,69.15072,71.0
73,71.9319,74.0
74,64.233406,64.0
75,66.19955,70.0
76,65.523476,68.0
77,71.951706,74.0
78,69.131226,67.0
79,71.69151,72.0
80,69.47678,68.0
81,70.63071,73.0
82,70.16884,70.0
83,71.56927,69.0
84,69.118355,71.0
85,65.65604,67.0
86,72.42747,72.0
87,68.0253,66.0
88,65.01888,66.0
89,70.67885,72.0
90,68.91913,69.0
91,67.261375,68.0
92,68.32928,71.0
93,68.16425,65.0
94,66.6178,67.0
95,71.996124,72.0
96,68.61565,70.0
97,69.94702,69.0
98,70.81961,74.0
99,64.19489,66.0
100,73.34639,74.0
101,67.05341,68.0
102,66.28747,65.0
103,65.290306,65.0
104,67.130066,66.0
105,70.83596,71.0
106,63.981476,64.0
107,65.98461,69.0
108,67.73645,66.0
109,69.74554,71.0
110,71.23114,73.0
111,72.253555,74.0
112,68.17517,71.0
113,66.59254,64.0
114,65.6822,68.0
115,72.65466,73.0
116,72.42555,74.0
117,74.009384,74.0
118,71.369484,70.0
119,66.36586,69.0
120,62.844814,64.0
121,63.795296,67.0
122,64.91802,66.0
123,72.46869,72.0
124,64.531654,66.0
125,64.4568,64.0
126,66.26158,66.0
127,64.12374,64.0
128,63.452457,64.0
129,72.47016,73.0
130,72.678154,72.0
131,65.9597,67.0
132,69.97915,69.0
133,65.252205,69.0
134,69.01269,72.0
135,69.15745,69.0
136,68.13941,69.0
137,74.338135,73.0
138,69.714745,71.0
139,68.91571,70.0
140,65.90079,66.0
141,71.80992,74.0
142,71.24116,71.0
143,69.633606,67.0
144,70.05791,71.0
145,71.813416,72.0
146,68.62246,70.0
147,64.48976,66.0
148,68.42963,68.0
149,71.28123,72.0
150,69.01229,70.0
151,72.05209,73.0
152,65.837494,68.0
153,67.433,68.0
154,68.31946,69.0
155,66.74819,67.0
156,71.25116,73.0
157,66.3609,67.0
158,70.42692,70.0
159,71.733925,73.0
160,72.021454,74.0
161,69.201996,68.0
162,68.64009,69.0
163,73.85864,74.0
164,68.66391,67.0
165,66.75995,67.0
166,65.87579,66.0
167,70.61283,71.0
168,63.098545,64.0
169,71.92649,73.0
170,71.670746,73.0
171,64.78056,66.0
172,63.90457,64.0
173,72.98808,74.0
174,70.51514,73.0
175,68.254425,68.0
176,74.00932,74.0
177,64.041534,65.0
178,68.21502,69.0
179,70.187035,73.0
180,66.95802,67.0
181,66.10184,64.0
182,64.81154,66.0
183,70.5677,71.0
184,70.401505,72.0
185,70.73086,71.0
186,69.36189,71.0
187,71.89018,74.0
188,72.02147,74.0
189,67.87263,68.0
190,64.94072,67.0
191,72.56906,72.0
192,71.5294,73.0
193,72.28671,73.0
194,68.008224,71.0
195,67.703415,69.0
196,69.583435,70.0
197,70.600426,71.0
198,66.90804,66.0
199,71.57444,72.0
200,70.24264,70.0
201,64.14325,65.0
202,71.18253,72.0
203,64.55868,65.0
204,69.85781,70.0
205,65.24589,65.0
206,69.226135,70.0
207,67.99084,68.0
208,67.207466,68.0
209,69.60099,69.0
210,67.7967,68.0
211,70.90422,71.0
212,71.61011,73.0
213,66.385796,67.0
214,64.34799,64.0
215,67.01403,68.0
216,69.46516,72.0
217,64.67029,65.0
218,71.734795,73.0
219,70.99716,71.0
220,64.21049,65.0
221,71.0089,74.0
222,64.466354,64.0
223,72.376755,74.0
224,68.70883,74.0
225,72.75932,73.0
226,70.33527,70.0
227,67.44203,67.0
228,66.39491,68.0
229,64.16929,65.0
230,70.864105,70.0
231,72.393166,73.0
232,72.44672,74.0
233,64.94321,65.0
234,67.55924,69.0
235,70.95402,72.0
236,68.27491,69.0
237,70.04266,71.0
238,69.178955,73.0
239,71.1228,72.0
240,64.28268,64.0
241,68.148315,70.0
242,69.61531,73.0
243,64.22343,64.0
244,64.68313,64.0
245,64.90059,66.0
246,65.14098,66.0
247,71.05399,70.0
248,64.6852,64.0
249,67.286514,67.0
250,65.905815,68.0
251,63.99044,67.0
252,65.63766,65.0
253,73.616776,74.0
254,68.28066,67.0
255,67.494446,68.0
256,64.432236,65.0
257,67.164406,68.0
258,69.388374,70.0
259,69.183205,70.0
260,64.0013,64.0
261,73.59821,74.0
262,66.19752,66.0
263,73.5209,73.0
264,65.785515,66.0
265,64.85327,67.0
266,72.86821,72.0
267,70.37757,70.0
268,69.34675,69.0
269,68.18584,65.0
270,65.27058,65.0
271,64.33765,65.0
272,64.64668,64.0
273,67.03906,67.0
274,68.42757,70.0
275,66.07472,65.0
276,71.14045,71.0
277,69.21039,70.0
278,68.44867,70.0
279,68.22692,68.0
280,63.87594,66.0
281,71.30034,73.0
282,64.84652,66.0
283,67.753365,70.0
284,64.37347,65.0
285,66.91401,67.0
286,71.03749,73.0
287,72.115944,74.0
288,70.41227,72.0
289,66.2525,67.0
290,63.951515,65.0
291,72.92277,73.0
292,63.9175,66.0
293,65.347946,66.0
294,71.27402,71.0
295,67.38002,69.0
296,65.16335,64.0
297,68.62788,70.0
298,67.344315,68.0
299,68.627365,69.0
300,64.684006,68.0
301,72.14964,74.0
302,63.22478,65.0
303,72.26322,74.0
304,64.256424,64.0
305,68.568054,68.0
306,68.3139,69.0
307,68.14651,69.0
308,69.519066,72.0
309,66.03247,70.0
310,66.04208,65.0
311,69.81519,68.0
312,66.75065,64.0
313,65.3545,67.0
314,64.05706,66.0
315,67.077736,68.0
316,69.47034,69.0
317,63.439972,65.0
318,72.7611,73.0
319,67.43333,71.0
320,71.9094,74.0
321,71.76368,72.0
322,63.82285,65.0
323,65.66734,68.0
324,65.97077,68.0
325,70.001724,72.0
326,67.674644,69.0
327,71.23065,74.0
328,72.18229,73.0
329,64.95189,64.0
330,70.24295,70.0
331,67.58132,68.0
332,66.21992,64.0
333,68.17995,68.0
334,64.44825,65.0
335,64.68914,67.0
336,67.72308,69.0
337,67.67669,69.0
338,72.20345,72.0
339,72.47289,73.0
340,64.83049,65.0
341,70.984856,72.0
342,66.28498,69.0
343,63.796356,64.0
344,67.271,68.0
345,65.42754,65.0
346,69.015755,74.0
347,65.47627,68.0
348,69.44147,72.0
349,70.80511,72.0
350,65.51324,65.0
351,70.84015,74.0
