,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,2.0,0.0,-0.06850526,-0.078776404,0.3972272,-0.14549482
1,2.0,2.0,-0.072357416,-0.08468602,0.42286596,-0.16180065
2,2.0,2.0,-0.06626713,-0.09560694,0.3704642,-0.16784123
3,2.0,0.0,-0.042933732,-0.0799266,0.32626325,-0.13641661
4,2.0,2.0,-0.09283811,-0.09854712,0.4063327,-0.17757683
5,2.0,2.0,-0.09078519,-0.08626878,0.43657038,-0.17782387
6,2.0,2.0,-0.056441113,-0.08828098,0.35976347,-0.15747046
7,2.0,0.0,-0.07030401,-0.10272143,0.40520588,-0.14259538
8,2.0,1.0,-0.08867149,-0.09356641,0.43143284,-0.16351542
9,2.0,0.0,-0.09327188,-0.09327422,0.44360745,-0.17189455
10,2.0,1.0,-0.09092055,-0.11497009,0.432008,-0.15518874
11,2.0,1.0,-0.04587263,-0.07376685,0.34704894,-0.15350729
12,2.0,2.0,-0.05004269,-0.10150295,0.3809608,-0.13982537
13,2.0,1.0,-0.050631672,-0.070146196,0.36072755,-0.17590724
14,2.0,2.0,-0.09049344,-0.10048843,0.42736995,-0.17472404
15,2.0,3.0,-0.055131942,-0.09108343,0.36317122,-0.15430214
16,2.0,2.0,-0.076013535,-0.10148955,0.39449602,-0.1556217
17,2.0,1.0,-0.038609087,-0.07450819,0.34248286,-0.14763577
18,2.0,3.0,-0.07961579,-0.107853994,0.4021624,-0.13672873
19,2.0,2.0,-0.053768054,-0.08398397,0.3676823,-0.14181462
20,2.0,2.0,-0.055068284,-0.085112005,0.34786958,-0.14083928
21,2.0,3.0,-0.058031768,-0.09789979,0.38340914,-0.13814437
22,2.0,3.0,-0.08240089,-0.0992476,0.4049721,-0.15638164
23,2.0,1.0,-0.05321963,-0.09345628,0.38282037,-0.15601262
24,2.0,0.0,-0.07066131,-0.08368541,0.3985039,-0.15770808
25,2.0,0.0,-0.05586928,-0.068527356,0.3720373,-0.16908558
26,2.0,1.0,-0.09227523,-0.09492059,0.4444233,-0.17439832
27,2.0,2.0,-0.0710628,-0.08008465,0.39378178,-0.15877071
28,2.0,0.0,-0.06339508,-0.08216158,0.39625576,-0.16131875
29,2.0,2.0,-0.065526515,-0.082503356,0.3862549,-0.18193328
30,2.0,2.0,-0.08750239,-0.09670531,0.40923032,-0.15760268
31,2.0,2.0,-0.06383887,-0.08020345,0.36609071,-0.12530038
32,2.0,1.0,-0.062610984,-0.065724656,0.38744435,-0.15197033
33,2.0,0.0,-0.07043475,-0.09605226,0.38061482,-0.14729246
34,2.0,2.0,-0.05612251,-0.089440376,0.39362633,-0.14505997
35,2.0,2.0,-0.073010385,-0.10135705,0.3981313,-0.15730375
36,2.0,3.0,-0.06680539,-0.09267096,0.38455963,-0.16646457
37,2.0,3.0,-0.0738945,-0.08624243,0.403744,-0.1603651
38,2.0,3.0,-0.052715078,-0.09262659,0.36655784,-0.13864136
39,2.0,1.0,-0.05259058,-0.07829627,0.3614664,-0.13705422
40,2.0,2.0,-0.04764819,-0.07906912,0.33880037,-0.14769995
41,2.0,2.0,-0.08166322,-0.114648186,0.40988335,-0.16950564
42,2.0,0.0,-0.03848946,-0.070924275,0.34317553,-0.15001158
43,2.0,3.0,-0.07091835,-0.09625699,0.38759583,-0.1530849
44,2.0,2.0,-0.08905229,-0.08423489,0.42970625,-0.17243078
45,2.0,3.0,-0.029295877,-0.06339226,0.31986576,-0.1353141
46,2.0,1.0,-0.068639114,-0.070938416,0.3482646,-0.17758316
47,2.0,2.0,-0.03105089,-0.07575517,0.33670324,-0.1342189
48,2.0,2.0,-0.04744865,-0.07204771,0.34662658,-0.139546
49,2.0,2.0,-0.080594376,-0.08524666,0.41973805,-0.17403948
50,2.0,2.0,-0.07148665,-0.074950255,0.40553793,-0.1481913
51,2.0,2.0,-0.0939976,-0.09896573,0.44601434,-0.1793485
