,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,1.0,0.0,0.83348525,1.1084914,-1.0297655,-1.3471466
1,2.0,2.0,-1.5373459,-1.9323812,2.1377711,1.3422964
2,1.0,2.0,1.0722641,1.633156,-1.2954789,-1.930343
3,2.0,0.0,-0.6949731,-1.0012528,1.0030559,0.6441107
4,2.0,2.0,-0.067468494,-0.34480315,0.49724218,0.092508234
5,1.0,2.0,0.54151857,0.7750848,-0.38299373,-1.0385344
6,2.0,2.0,-0.6446402,-1.0116078,1.3783035,0.56441003
7,2.0,0.0,-1.105873,-1.5354332,1.9563338,0.9431712
8,2.0,1.0,-2.0295367,-2.4456456,2.4894817,1.8481859
9,2.0,0.0,-0.60286963,-0.9450942,1.4924141,0.4149662
10,2.0,1.0,0.09564532,-0.22751874,0.27214065,-0.07583948
11,2.0,1.0,-0.4906939,-0.6888333,1.1874946,0.2791359
12,1.0,2.0,0.8038709,1.0430423,-0.7348572,-1.3889962
13,2.0,1.0,-0.093243584,-0.3250942,0.36399025,0.103217505
14,3.0,2.0,-0.33923602,-0.6527755,0.24368006,0.43413416
15,2.0,3.0,-2.27759,-2.9068952,3.2823803,2.0802324
16,2.0,2.0,-0.7947166,-1.0760249,0.98757106,0.7672899
17,1.0,1.0,0.73278534,0.8397202,-0.85529834,-1.0767511
18,2.0,3.0,-0.9380119,-1.3098669,1.2672544,0.9160325
19,0.0,2.0,0.5221964,0.52016336,-0.20372629,-0.8282449
20,2.0,2.0,-0.15266582,-0.39111987,0.23523012,0.21730724
21,2.0,3.0,-1.434127,-1.9479345,2.1812732,1.3242749
22,1.0,3.0,0.80766535,0.94068164,-0.84333205,-1.2541453
23,2.0,1.0,-1.3228613,-1.660009,1.6712153,1.2188675
24,1.0,0.0,0.7521143,0.93951195,-0.72911173,-1.2472414
25,0.0,0.0,0.46005753,0.27275297,-0.1749032,-0.5939451
26,2.0,1.0,-0.80244136,-1.1316079,2.0515356,0.49225882
27,1.0,2.0,0.71965325,0.78216565,-0.80904114,-1.0338073
28,2.0,0.0,-0.6530646,-0.9614776,0.8174968,0.69757515
29,2.0,2.0,-0.2553984,-0.4961589,0.48888204,0.287617
30,2.0,2.0,-1.1251764,-1.5081557,1.9951464,0.9324767
31,0.0,2.0,0.44451728,0.23463178,-0.48200312,-0.44440565
32,2.0,1.0,-0.65774333,-0.8932596,0.67871505,0.6541197
33,2.0,0.0,-0.08998133,-0.33465847,1.0731142,-0.16755074
34,2.0,2.0,-1.5722946,-2.0261607,2.0584488,1.4233909
35,0.0,2.0,0.30034366,-0.08340055,-0.40132505,-0.17099273
36,2.0,3.0,-0.48112205,-0.8608671,1.2733716,0.39400777
37,0.0,3.0,0.091468215,-0.3305807,-0.18935645,0.08033142
38,2.0,3.0,-0.42033693,-0.7005976,1.062638,0.28922462
39,0.0,1.0,0.5487749,0.27507243,-0.5708344,-0.52403075
40,2.0,2.0,-0.6860007,-1.055187,1.5586582,0.5330861
41,2.0,2.0,-0.5125971,-0.83450276,0.84832096,0.5010266
42,1.0,0.0,0.89518654,1.9170823,-0.98003554,-2.1363103
43,2.0,3.0,-1.3944709,-1.807119,1.8585674,1.2961332
44,1.0,2.0,0.74925685,1.338652,-0.7647507,-1.5718337
45,2.0,3.0,-0.5713601,-0.89271575,1.0018231,0.5435304
46,2.0,1.0,-0.6857157,-1.0139834,1.7994379,0.41748008
47,0.0,2.0,0.30859745,-0.06937624,-0.389494,-0.18049377
48,2.0,2.0,-0.787392,-1.1393347,1.4312038,0.6768998
49,2.0,2.0,-1.7841653,-2.287561,2.469565,1.683092
50,1.0,2.0,0.66072655,0.71470875,-0.7369141,-0.95312816
51,1.0,2.0,0.54097736,0.77489954,-0.33812636,-1.0609881
52,2.0,0.0,-3.4606404,-4.3588533,5.0236473,3.1059813
53,0.0,2.0,0.6427276,0.34377605,-0.61470526,-0.65453154
54,2.0,2.0,-0.80510354,-1.2258393,1.509039,0.7113315
55,2.0,1.0,-0.61053085,-0.8770519,1.1027373,0.51143163
56,2.0,2.0,-0.8204169,-1.1258804,1.0188726,0.82684314
57,0.0,0.0,0.48093072,0.12254957,-0.58094877,-0.40080243
58,1.0,1.0,1.0085031,1.3608537,-1.1588374,-1.6948167
59,2.0,3.0,-1.5318404,-1.9710064,2.629675,1.2615432
60,2.0,2.0,-1.2782073,-1.5773698,1.5461704,1.1881498
61,1.0,1.0,0.6293838,0.8986344,-0.26392296,-1.270636
62,0.0,3.0,0.36835533,0.018080363,-0.34847555,-0.28409898
63,0.0,2.0,0.23231518,0.06731887,0.068897314,-0.3110346
64,0.0,2.0,0.20504375,-0.26248202,-0.36508134,-0.015083894
65,2.0,0.0,-0.646083,-0.9735506,1.4406941,0.46871856
66,0.0,0.0,0.15344873,-0.159793,-0.22242293,-0.039007626
67,0.0,3.0,0.191039,-0.012851065,-0.0140723325,-0.18746838
68,2.0,0.0,-0.44026592,-0.7469028,0.7668598,0.46908572
69,1.0,1.0,0.72966504,0.979734,-0.70513505,-1.2799026
70,2.0,3.0,-1.0642115,-1.4604211,1.4702374,1.0458112
71,2.0,0.0,-1.4811696,-1.8761276,2.009396,1.2991813
72,2.0,0.0,-0.94930613,-1.2573906,1.2701739,0.88037884
73,0.0,2.0,0.68228567,0.34918147,-0.82974285,-0.6351487
74,2.0,2.0,-1.4185424,-1.9259458,2.6662707,1.1276269
75,3.0,2.0,-0.32342294,-0.5910175,0.37339053,0.38808718
76,2.0,0.0,-1.5109892,-1.9681209,3.1805499,1.066835
77,2.0,2.0,-0.91397905,-1.3142579,1.352961,0.89915454
78,1.0,0.0,0.99744856,1.2083031,-1.1803018,-1.5214506
79,0.0,0.0,0.21493216,0.045345623,-0.103650644,-0.19869019
80,2.0,2.0,-0.11904964,-0.40726376,0.9880269,-0.017155536
81,2.0,3.0,-1.2946652,-1.6598082,1.7816373,1.1569114
82,1.0,0.0,0.85186887,1.5690879,-0.78571445,-1.8742417
83,2.0,2.0,-0.8112048,-1.0894337,1.026718,0.76075363
84,2.0,2.0,-0.22948346,-0.5036304,0.30887514,0.2919272
85,2.0,3.0,-0.47434464,-0.7584674,0.6738383,0.4783323
86,1.0,0.0,0.8769995,1.001604,-1.0398647,-1.2885548
87,0.0,2.0,0.58226186,0.22601642,-0.65078616,-0.51987034
88,3.0,3.0,-0.1183095,-0.47509533,0.16247869,0.24757937
89,0.0,2.0,0.1154235,-0.21475933,-0.21067062,0.006432526
90,1.0,1.0,0.50484633,1.3550409,0.04132346,-1.7904723
91,1.0,2.0,0.7235577,1.0881666,-0.59563893,-1.4010545
92,2.0,3.0,-0.84053123,-1.1567945,1.1789427,0.78798044
93,1.0,0.0,1.1251869,1.6393148,-1.3626986,-1.9571103
94,0.0,2.0,0.6905167,0.47373644,-0.8095223,-0.7236286
95,2.0,3.0,-0.700446,-0.8952951,0.78583753,0.6421522
96,0.0,0.0,0.40810612,0.053345844,-0.43214324,-0.32417607
97,2.0,2.0,-0.95635176,-1.3837702,1.6946039,0.88543975
98,2.0,2.0,-0.8205476,-1.2155954,1.2714021,0.8346296
99,3.0,2.0,-0.27390388,-0.5479642,0.2567445,0.34878647
100,0.0,2.0,0.52752596,0.20830208,-0.6196609,-0.46582147
101,2.0,1.0,-0.5887182,-1.0221019,1.1439477,0.62526935
102,2.0,2.0,-0.036914796,-0.37090713,0.33225554,0.14527687
103,2.0,2.0,-0.5924765,-0.88617283,0.67938286,0.6143117
104,1.0,1.0,0.3480072,0.7797689,0.09096471,-1.131937
105,2.0,3.0,-0.96247005,-1.3293284,1.3922206,0.8782959
106,2.0,3.0,-2.2995734,-2.8674655,3.6551154,1.9563721
107,1.0,0.0,0.66188383,1.025445,-0.52121115,-1.3129485
108,2.0,2.0,-1.4445297,-1.853558,2.112238,1.2826084
109,2.0,2.0,-0.57241654,-0.74389684,0.6237747,0.5276305
110,1.0,1.0,0.7991874,2.1189914,-0.74226725,-2.3540902
111,2.0,2.0,0.022032022,-0.31669784,0.11430735,0.043190636
112,2.0,1.0,-0.8872119,-1.2631403,1.4357799,0.7889776
113,2.0,1.0,-0.1742121,-0.29953572,0.27004722,0.17015627
114,2.0,2.0,-0.7386297,-0.9292509,2.0645895,0.27363124
115,2.0,2.0,-0.8116069,-1.0601255,2.0005188,0.42119077
116,2.0,1.0,-0.35444954,-0.4762052,1.9034234,-0.33334845
117,2.0,2.0,-0.53389335,-0.74849004,0.6900968,0.49302074
118,1.0,1.0,0.7464982,1.5723394,-0.70167893,-1.81361
119,1.0,1.0,0.34057358,1.2603222,0.2903537,-1.7556356
120,0.0,0.0,0.6344573,0.43401325,-0.663582,-0.7248688
121,2.0,1.0,-0.2965529,-0.6254502,1.105588,0.17678937
122,0.0,3.0,0.7344159,0.6199561,-0.82531005,-0.8877112
123,2.0,3.0,-0.95498717,-1.3360842,1.7352947,0.79625434
124,2.0,0.0,-0.18921906,-0.4419281,1.5988282,-0.25067207
125,1.0,3.0,0.69279814,1.4091713,-0.5756906,-1.6639868
126,1.0,1.0,0.8176421,2.221462,-0.77716434,-2.4527905
127,0.0,3.0,0.5778708,0.41445833,-0.3544677,-0.76355225
128,0.0,2.0,0.4914839,0.21276957,-0.3617116,-0.50034744
129,1.0,1.0,1.1199502,1.5717956,-1.4100958,-1.8733596
130,2.0,3.0,-1.0531797,-1.487213,1.4946152,1.0300478
131,2.0,1.0,-0.111272246,-0.38503617,0.42564064,0.16562822
132,1.0,2.0,0.69957054,1.1321465,-0.6582894,-1.3901161
133,0.0,1.0,0.13605866,-0.26743037,-0.30210033,0.013453245
134,2.0,0.0,-2.0394344,-2.5284028,3.091151,1.7284353
135,0.0,2.0,0.7209283,0.5959858,-0.6995663,-0.91616815
136,2.0,2.0,-0.43706647,-0.71521556,0.6431438,0.482124
137,2.0,3.0,-3.5519073,-4.3644814,5.6072907,3.011545
