,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,0.0,0.0,18.720873,7.187691,0.23369586,-5.9998183
1,2.0,2.0,-5.145137,-4.730089,12.846536,-3.1188326
2,2.0,2.0,-5.4347644,-4.840704,13.212317,-3.011741
3,0.0,0.0,14.821162,5.532411,0.1591556,-4.6518736
4,2.0,2.0,-5.2918777,-3.109972,12.343415,-3.4644523
5,2.0,2.0,-4.9755144,-4.6614923,12.493641,-2.9149468
6,2.0,2.0,-4.07401,-3.7845447,10.035737,-2.238228
7,0.0,0.0,15.223612,6.1218243,0.17740345,-4.988362
8,1.0,1.0,3.8316076,21.84667,9.085289,-11.3528595
9,0.0,0.0,21.33673,7.768814,0.27911007,-6.633241
10,1.0,1.0,3.7072256,23.565489,9.947341,-12.214626
11,1.0,1.0,3.6156032,19.475735,7.9935765,-10.149109
12,2.0,2.0,-6.384353,-5.3343825,15.607995,-3.9192426
13,1.0,1.0,4.0185966,24.117647,10.067436,-12.548363
14,2.0,2.0,-4.567757,-4.4844036,11.518271,-2.5799408
15,3.0,3.0,-9.364649,-6.171446,1.0790484,13.713932
16,2.0,2.0,-4.8270025,-4.7162027,11.886291,-2.5416844
17,1.0,1.0,3.7377737,20.056263,8.180337,-10.412968
18,3.0,3.0,-9.515373,-6.258839,1.1121376,13.90242
19,2.0,2.0,-5.6257386,-4.8610277,13.407441,-2.9856548
20,2.0,2.0,-5.0985727,-3.3166075,11.390267,-2.6363764
21,3.0,3.0,-9.8637,-6.461025,1.1480644,14.421108
22,3.0,3.0,-10.171738,-6.643796,1.1635194,14.929787
23,1.0,1.0,3.3848884,21.969622,9.316819,-11.432596
24,0.0,0.0,19.175966,6.948021,0.23045206,-5.942924
25,0.0,0.0,18.058683,6.624736,0.23298848,-5.6384673
26,1.0,1.0,4.1441784,20.096659,8.005102,-10.404686
27,2.0,2.0,-5.3152523,-4.998554,13.144233,-2.9835572
28,0.0,0.0,19.741396,6.580146,0.26270044,-5.853713
29,2.0,2.0,-5.389303,-5.0279355,13.46654,-3.2013896
30,2.0,2.0,-4.9617834,-4.7831745,12.380671,-2.816983
31,2.0,2.0,-5.2891064,-4.674181,13.219093,-3.289221
32,1.0,1.0,3.6412175,23.030985,9.7128935,-11.947372
33,0.0,0.0,18.119673,6.410806,0.20539856,-5.5406604
34,2.0,2.0,-5.468835,-5.1069384,13.681139,-3.304517
35,2.0,2.0,-5.057349,-4.8107214,12.834301,-3.1226456
36,3.0,3.0,-9.50942,-6.2738123,1.1225348,13.865896
37,3.0,3.0,-9.576554,-6.2516546,1.0634024,14.111553
38,3.0,3.0,-11.0,-7.1350145,1.2587116,16.142006
39,1.0,1.0,1.8964705,18.244055,8.141806,-9.51506
40,2.0,2.0,-5.733737,-5.088186,14.129683,-3.4214253
41,2.0,2.0,-5.501525,-5.179823,13.858182,-3.4627724
42,1.0,0.0,8.842419,9.630405,1.5128894,-5.705442
43,3.0,3.0,-11.298194,-7.3151054,1.2732098,16.649897
44,2.0,2.0,-5.6669683,-5.002829,13.949231,-3.3197296
45,3.0,3.0,-10.939926,-7.1074038,1.246908,16.081198
46,1.0,1.0,3.0010233,23.188963,10.079693,-12.028513
47,2.0,2.0,-4.5837297,-4.6716204,11.637702,-2.5895946
48,2.0,2.0,-4.7987328,-3.1926427,11.26893,-2.953397
49,2.0,2.0,-5.235386,-4.844028,12.996013,-3.003766
50,2.0,2.0,-5.0514817,-4.794422,12.527635,-2.826223
51,2.0,2.0,-4.847963,-4.614336,12.221514,-2.8392334
52,0.0,0.0,18.54,6.421054,0.24005938,-5.5774016
53,2.0,2.0,-4.802086,-4.3743706,11.784259,-2.635506
54,2.0,2.0,-5.348874,-4.401317,12.930736,-3.0987668
55,1.0,1.0,3.9896736,21.387314,8.780138,-11.148521
56,2.0,2.0,-5.326111,-4.948673,13.416425,-3.2365227
57,0.0,0.0,15.654161,6.0539074,0.17839026,-5.004656
58,1.0,1.0,4.170023,25.497286,10.653855,-13.210867
59,3.0,3.0,-10.407602,-6.8046217,1.1942248,15.270079
60,2.0,2.0,-5.0727816,-4.9266143,12.49994,-2.6915827
61,1.0,1.0,3.740915,20.804255,8.529182,-10.793547
62,3.0,3.0,-10.870413,-7.0438495,1.2137988,16.029743
63,2.0,2.0,-5.1487727,-3.8113523,12.196567,-3.0562534
64,2.0,2.0,-5.276731,-4.897647,13.146579,-3.1053443
65,0.0,0.0,20.286272,7.2068233,0.25921702,-6.244184
66,0.0,0.0,20.51941,7.098165,0.27580094,-6.207542
67,3.0,3.0,-8.147699,-5.419985,0.9858891,11.7735615
68,0.0,0.0,15.3045225,6.177171,0.1622163,-5.0066757
69,1.0,1.0,3.5906494,21.747404,9.12275,-11.291128
70,3.0,3.0,-10.588,-6.8826404,1.2095513,15.559982
71,0.0,0.0,17.069565,6.4957466,0.19868374,-5.3890696
72,0.0,0.0,19.935755,7.0574555,0.2648946,-6.1085796
73,2.0,2.0,-5.351218,-4.806859,13.558288,-3.439515
74,2.0,2.0,-4.953515,-4.6751747,12.3224535,-2.8436115
75,2.0,2.0,-5.141891,-4.7836766,12.920898,-3.0459182
76,0.0,0.0,23.749008,8.854021,0.32117414,-7.50934
77,2.0,2.0,-3.8726065,-4.0744863,10.043429,-2.506467
78,0.0,0.0,19.512274,7.241544,0.25580192,-6.173016
79,0.0,0.0,23.957005,8.880133,0.33148456,-7.5898232
80,2.0,2.0,-5.930754,-5.2541213,14.351357,-3.242074
81,3.0,3.0,-9.548813,-6.2320747,1.0695398,14.038258
82,0.0,0.0,15.204716,7.0364547,0.24352431,-5.5226307
83,2.0,2.0,-5.3976617,-5.0760965,13.682591,-3.5077763
84,2.0,2.0,-5.7005033,-5.261514,14.234759,-3.3871028
85,3.0,3.0,-9.601871,-6.3007054,1.1041238,14.061649
86,0.0,0.0,32.254463,11.803583,0.4891789,-10.156143
87,2.0,2.0,-5.766773,-4.816201,13.803774,-3.2183375
88,3.0,3.0,-8.939667,-5.98526,1.1024389,12.946999
89,2.0,2.0,-4.9053392,-4.5344467,11.953271,-2.6301863
90,1.0,1.0,4.4715753,27.823486,11.65483,-14.395521
