               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.06437,            0.041299,            0.010826,             0.11259,               0.365,            0.097151,            0.027911,             0.05086,             0.02382,           0.0081326,              0.0701,           0.0033222,           0.0033222
                   1,            0.046508,            0.030166,           0.0077794,             0.73792,             0.36625,              0.3274,             0.16349,            0.042589,            0.022924,           0.0077555,            0.039441,           0.0059967,           0.0059967
                   2,            0.042166,            0.027498,           0.0076478,             0.91875,             0.42958,             0.45571,             0.17245,            0.039817,            0.022841,           0.0078091,           0.0081222,           0.0080111,           0.0080111
                   3,            0.034074,            0.025929,           0.0075744,             0.27761,             0.86917,             0.43634,             0.23417,            0.027792,            0.021795,           0.0076878,             0.00703,             0.00703,             0.00703
                   4,            0.029891,            0.023741,           0.0074503,             0.44678,             0.91896,             0.54377,             0.29378,            0.023501,            0.020627,           0.0074416,             0.00703,             0.00703,             0.00703
                   5,             0.02536,            0.022718,           0.0073991,             0.46752,             0.91542,             0.54905,             0.36161,            0.018087,            0.019207,           0.0074564,             0.00604,             0.00604,             0.00604
                   6,            0.022451,            0.021285,             0.00732,             0.45431,             0.94542,             0.56761,             0.29026,            0.020213,            0.021853,           0.0074868,             0.00505,             0.00505,             0.00505
                   7,            0.020013,            0.020482,           0.0071615,             0.48352,             0.91271,             0.55569,             0.36879,            0.017744,            0.018042,           0.0074438,             0.00406,             0.00406,             0.00406
                   8,            0.017858,            0.019581,           0.0069111,              0.4871,             0.90292,              0.5613,             0.37118,            0.015322,            0.018485,           0.0074509,             0.00307,             0.00307,             0.00307
                   9,            0.016122,            0.019117,           0.0069697,             0.49668,             0.88542,             0.55726,             0.35743,            0.014444,            0.018659,           0.0073993,             0.00208,             0.00208,             0.00208
