,Pred,Real
0,-44.634926,-57.4
1,5.5392637,6.6
2,-69.72676,-65.8
3,-5.090963,-6.0
4,71.486206,72.3
5,-64.632164,-76.5
6,-12.191628,63.8
7,-13.689356,-20.1
8,-13.260618,-18.7
9,-60.58243,-65.8
10,76.55367,83.3
11,-19.861053,-20.5
12,60.3309,64.4
13,-42.537533,-42.4
14,-37.43066,-37.7
15,-51.440056,-54.8
16,20.600775,-32.9
17,-46.0543,-58.1
18,13.479517,16.2
19,55.929737,69.9
20,-65.285065,-53.4
21,-40.55479,-43.7
22,-3.115394,-2.2
23,7.4038935,11.2
24,-60.78549,-62.3
25,-18.72187,-18.6
26,67.97294,72.7
27,5.7000833,6.1
28,-20.86552,-26.6
29,52.723072,51.0
30,-18.217379,-16.8
31,-63.891376,-72.3
32,-80.3732,-87.7
33,11.968741,10.3
34,65.942825,67.5
35,20.902996,24.0
36,79.7632,88.0
37,55.741364,52.6
38,61.652843,-68.5
39,-41.12917,-38.4
40,-62.901974,-76.8
41,20.43779,26.1
42,38.70648,-89.4
43,13.286836,14.2
44,9.735464,-1.5
45,-80.634315,85.4
46,-18.829388,-16.7
47,-32.645687,-40.3
48,-75.43263,-85.3
49,0.51400775,0.4
50,-59.40306,-83.9
51,60.487724,57.8
52,33.197186,32.5
53,35.629498,45.9
54,42.693733,42.4
55,66.85717,67.7
56,-37.183945,-40.6
57,68.07524,70.9
58,40.896114,-48.6
59,70.6368,80.7
60,46.009907,-86.4
61,1.5588692,1.1
62,83.1777,85.7
63,54.7062,49.7
64,34.90232,27.0
65,43.718815,39.6
66,13.862507,13.5
67,-1.5991815,5.4
68,80.51201,86.6
69,64.34965,65.6
70,26.606943,32.1
71,-16.249445,-9.4
72,-31.12395,-35.2
73,46.483208,48.2
74,60.36787,76.4
75,44.233227,52.6
76,16.166878,24.5
77,0.6929455,1.7
78,-26.875801,-25.7
79,-16.747421,-16.5
80,61.19575,69.8
81,36.27176,40.7
82,-55.218685,-61.0
83,-63.058716,-72.2
84,61.88813,66.1
85,-33.39538,-40.3
86,52.18679,41.9
87,0.9150082,4.7
88,-22.070864,-25.9
89,-58.102764,-61.0
90,-50.679607,-58.9
91,70.743355,75.5
92,52.637856,67.3
93,41.13564,39.3
94,-62.489372,-70.2
95,-60.89625,-68.1
96,-43.58153,-51.4
97,2.9725587,7.6
98,-16.762215,-18.9
99,1.4211696,3.0
100,50.94034,37.6
101,-27.367456,-29.7
102,68.27234,69.7
103,34.331135,37.7
104,11.270508,13.1
105,36.76384,72.3
106,-2.443276,-2.9
107,16.027859,25.9
108,-14.21845,-11.8
109,-46.816166,-78.9
110,-5.6274385,-8.6
111,28.104443,41.0
112,59.55308,66.9
113,-69.324196,-68.7
114,89.36033,85.2
115,1.4244989,3.0
116,52.74882,50.6
117,-37.12496,-36.8
118,52.855183,54.2
119,15.232994,-78.2
120,-38.50579,-33.6
121,29.464884,34.6
122,3.636204,-0.9
123,-54.26817,-57.7
124,-10.086801,-5.4
125,45.556026,45.0
126,27.323334,-36.2
127,57.571503,62.4
128,-50.660934,-49.9
129,57.037388,58.4
130,-42.362045,-43.5
131,-47.219013,-57.0
132,-29.822924,-30.0
133,-63.558937,-79.3
134,23.174324,22.8
135,-61.566498,-66.7
136,1.1400129,0.4
137,44.92713,51.3
138,-51.38235,-58.3
139,-62.343254,-70.7
140,51.5785,67.8
141,43.232742,42.8
142,24.615238,29.2
143,34.73815,33.2
144,80.19756,-80.7
145,16.987234,-31.0
146,-61.64439,-61.0
147,-70.44369,-77.9
148,14.8121395,-85.8
149,-73.73471,-89.0
150,61.36537,61.3
151,-72.47972,-81.6
152,15.471994,21.6
153,-56.643654,-68.9
154,82.17529,86.5
155,15.890843,12.3
156,5.5283813,-8.07e-13
157,-75.42304,85.9
158,-44.853634,-57.1
159,12.545867,12.8
160,-54.547337,-41.7
161,51.441864,55.0
162,-12.402715,-16.0
163,57.826946,67.0
164,61.894863,71.8
165,-35.698643,-39.0
166,39.513607,39.8
167,-77.40772,-89.1
168,5.644792,-1.1
169,61.02023,66.8
170,66.23781,69.7
171,-24.217066,-19.9
172,16.918285,29.6
173,-36.76474,-35.7
174,-44.599346,-50.3
175,-48.89284,-44.0
176,-20.61858,-18.2
177,2.0945146,5.4
178,-62.54724,-66.2
179,-34.275948,-31.4
180,74.495346,84.4
181,-11.708104,-11.0
182,-43.167496,-49.2
183,1.9108102,-0.6
184,-39.49075,-45.1
185,-58.002132,-50.6
186,-57.975403,-62.2
187,-22.865286,-25.1
188,-31.903996,-30.9
189,83.98239,88.2
190,-2.5021865,-3.0
191,8.776203,16.6
192,-38.20552,-41.9
193,79.58702,78.5
194,-37.418896,-41.0
195,-69.283066,-68.6
196,72.1546,75.6
197,-15.5123625,-22.9
198,3.3245542,-13.7
199,16.518946,70.1
200,-69.29568,-71.4
201,23.904942,28.2
202,25.830727,31.8
203,76.053566,82.5
204,63.21752,70.3
205,-7.9756317,-5.9
206,14.190096,18.3
207,-13.786295,-15.3
208,-18.586426,-17.1
209,-67.15149,-62.6
210,-52.89704,-63.3
211,-45.56371,-50.1
212,-9.08612,-6.0
213,-28.315004,-36.3
214,-77.08659,-66.1
215,41.196903,58.4
216,-2.4267838,-1.1
217,1.2633861,-0.3
218,-71.1591,84.8
219,43.14344,58.6
220,58.019394,61.2
221,38.751873,-68.0
222,-51.975697,-65.3
223,68.92615,65.9
224,-55.389286,-65.2
225,-64.54467,-64.6
226,-68.11181,-64.7
227,-16.777964,-19.5
228,44.906284,62.2
229,-71.435326,-88.3
230,-13.944729,-18.3
231,40.916363,45.0
232,80.67194,88.7
233,35.2485,35.2
234,51.27076,59.5
235,40.220856,44.6
236,-57.857517,-72.1
237,-4.445416,-5.5
238,65.621544,-83.0
239,-46.21706,-47.6
240,30.732206,27.6
241,-67.76512,-58.5
242,64.55843,75.3
243,79.93222,71.4
244,16.794004,23.2
245,75.9941,79.5
246,0.26359403,-3.1
247,0.60870093,-3.6
248,30.420382,35.8
249,-70.58823,-73.3
250,-25.499023,-26.4
251,-12.054526,-10.9
252,-32.86144,-36.7
253,-13.759577,-14.1
254,20.116377,26.0
255,-2.9963093,2.1
256,22.433128,31.5
257,18.657366,23.4
258,-27.444046,-37.7
259,-49.488926,-66.2
