,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,3.0,3.0,-1.923049,-2.1162117,-0.76032555,5.241012
1,3.0,3.0,-1.5825408,-1.8827183,-0.45765433,4.3862925
2,2.0,2.0,-3.2226224,-6.5472035,6.507483,-2.68023
3,0.0,0.0,4.4337153,-0.5956645,-3.0943234,-1.99356
4,2.0,2.0,-2.6292098,-5.929271,5.8719554,-2.073285
5,2.0,2.0,-2.8045826,-5.7997785,5.774042,-2.395038
6,0.0,0.0,6.1996346,-0.92681694,-4.339527,-2.8616304
7,0.0,0.0,7.673899,-1.6414456,-5.036428,-3.550268
8,2.0,2.0,-2.7246728,-6.6723256,6.6185074,-2.2087123
9,2.0,2.0,-3.12922,-5.8473086,5.808377,-2.796478
10,0.0,0.0,7.186898,-1.2805276,-4.8676414,-3.3129985
11,1.0,1.0,-2.2234287,4.0162606,-4.957816,-5.5186954
12,1.0,1.0,-1.4793823,3.7003562,-4.5513287,-4.6526184
13,0.0,0.0,8.318887,-1.6533344,-5.5716763,-3.8773508
14,1.0,1.0,-2.7678201,4.654243,-5.7586036,-6.580577
15,1.0,1.0,-1.8319656,4.0751143,-4.9911027,-5.2193913
16,0.0,0.0,9.460534,-2.0735981,-6.1778727,-4.3880706
17,2.0,2.0,-3.0046535,-7.2525153,7.2016554,-2.4122138
18,2.0,2.0,-1.9715436,-4.3023353,3.5207756,0.9930942
19,2.0,2.0,-1.8044972,-4.616642,4.1112633,0.30705932
20,1.0,1.0,-1.4339328,3.8427832,-4.72272,-4.7623696
21,2.0,2.0,-3.0049543,-7.2137804,7.1742706,-2.4662926
22,1.0,1.0,-2.600957,3.960386,-4.969223,-5.8787007
23,2.0,2.0,-3.109539,-6.674362,6.650291,-2.6402676
24,1.0,1.0,-2.7492535,5.140448,-6.282263,-6.9134364
25,3.0,3.0,-1.8411093,-2.1132278,-0.6237024,5.061318
26,0.0,0.0,8.461938,-1.711873,-5.601819,-3.9036415
27,2.0,2.0,-2.6846225,-5.0210776,4.9594145,-2.2760518
