,Pred,Real,Pred_raw0,Pred_raw1,Pred_raw2,Pred_raw3
0,2.0,0.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
1,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
2,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
3,2.0,0.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
4,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
5,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
6,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
7,3.0,0.0,-0.080627665,0.06024939,-0.06273056,0.11378138
8,2.0,1.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
9,2.0,0.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
10,2.0,1.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
11,2.0,1.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
12,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
13,2.0,1.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
14,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
15,2.0,3.0,-0.17569494,-0.1100778,0.71428674,-0.20221892
16,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
17,2.0,1.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
18,2.0,3.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
19,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
20,2.0,2.0,-0.17466208,-0.11560733,0.7096965,-0.2009691
21,2.0,3.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
22,2.0,3.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
23,2.0,1.0,-0.11446453,-0.10249237,0.43287492,-0.05450798
24,2.0,0.0,-0.17080757,-0.11466631,0.68623894,-0.1894989
25,3.0,0.0,-0.08515406,0.10431439,-0.08835287,0.13701431
26,3.0,1.0,-0.055774003,0.0009079054,-0.04258471,0.1256323
27,2.0,2.0,-0.18076688,-0.11359409,0.65455204,-0.24126717
28,2.0,0.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
29,2.0,2.0,-0.17881525,-0.11715375,0.7142125,-0.2067442
